"","PlayerCode","Name","Home State","RecruitingRank","Position","RecruitingGrade","YearRanked","TotalPoints","YearsPlayed","PointsPerYear"
"4128",1034094,"Brent Brewer","GA",4349,"WR","49",2010,0,4,0
"4129",1034098,"Matt Simms","NJ",1377,"QB","70",2007,74,2,37
"4130",1034101,"Da'Rick Rogers","GA",30,"WR","83",2010,266,2,133
"4131",1034110,"Matt Darr","CA",1074,"K","76",2010,3,2,2
"4132",1034114,"Dontavis Sapp","GA",11303,"S","49",2010,0,4,0
"4133",1034116,"Martaze Jackson","AL",821,"DE","77",2010,0,1,0
"4134",1034117,"Channing Fugate","KY",611,"RB","77",2010,23,3,8
"4135",1034121,"Raiques Crump","AL",10085,"OLB","49",2010,0,4,0
"4136",1034122,"John Propst","AL",1141,"ILB","75",2010,7,4,2
"4137",1034125,"Jacques Smith","TN",229,"DE","79",2010,0,4,0
"4138",1034126,"James Stone","TN",105,"OT","81",2010,0,4,0
"4139",1034133,"Ja'Wuan James","GA",24,"OT","83",2010,0,4,0
"4140",1034136,"Tyler Bray","CA",141,"QB","81",2010,480,3,160
"4141",1034144,"Justin Hunter","VA",26,"WR","83",2010,284,3,95
"4142",1034147,"Matt Joeckel","TX",919,"QB","76",2010,18,2,9
"4143",1034148,"Ben Malena","TX",539,"RB","78",2010,364,4,91
"4144",1034149,"Domonique Patterson","TX",789,"OLB","77",2010,0,1,0
"4145",1034151,"Mister Jones","CO",1170,"RB","75",2010,0,1,0
"4146",1034152,"Louie Swope","TX",1978,"CB","73",2010,0,1,0
"4147",1034153,"Jameill Showers","TX",569,"QB","78",2010,150,3,50
"4148",1034158,"Toney Hurd Jr.","TX",131,"CB","81",2010,0,4,0
"4149",1034164,"Jarvis Harrison","TX",13199,"OT","49",2010,0,3,0
"4150",1034169,"Cedric Ogbuehi","TX",511,"OT","78",2010,0,3,0
"4151",1034170,"Gavin Stansbury","LA",5807,"DE","49",2010,0,3,0
"4152",1034171,"Jake Matthews","TX",95,"OT","81",2010,0,4,0
"4153",1034172,"Luke Joeckel","TX",87,"OT","81",2010,0,3,0
"4154",1034175,"Malcome Kennedy","TX",525,"WR","78",2010,153,3,51
"4155",1034178,"Nehemiah Hicks","TX",348,"DE","79",2010,29,4,8
"4156",1034179,"Ivan Robinson","LA",853,"DT","77",2010,0,4,0
"4157",1034180,"Nate Askew","TX",1685,"WR","74",2010,35,4,9
"4158",1034183,"Damontre Moore","TX",416,"DE","78",2010,0,3,0
"4159",1034184,"Matt Brown","TX",733,"QB","77",2010,45,2,23
"4160",1034188,"Antonio Graves","TX",4814,"ATH","49",2010,0,2,0
"4161",1034197,"Jonathan Anderson","TX",1373,"S","75",2010,0,3,0
"4162",1034198,"Blake Roberts","TX",523,"OLB","78",2010,0,1,0
"4163",1034200,"Stephen Bryant","TX",6767,"ATH","49",2010,4,2,2
"4164",1034205,"Elisha Olabode","TX",957,"S","76",2010,0,4,0
"4165",1034211,"Nykiren Wellington","TX",12252,"OT","49",2010,0,1,0
"4166",1034217,"Scotty Young","TX",1295,"QB","75",2010,34,2,17
"4167",1034218,"Brant Costilla","TX",2135,"QB","70",2009,0,1,0
"4168",1034231,"Urell Johnson","LA",1070,"CB","76",2010,0,1,0
"4169",1034244,"Jackson Richards","TX",253,"DE","79",2010,0,3,0
"4170",1034248,"Dartwan Bush","TX",708,"DE","77",2010,0,4,0
"4171",1034250,"James Polk","TX",2158,"OT","71",2010,0,1,0
"4172",1034253,"Beau Carpenter","TX",554,"OT","78",2010,0,3,0
"4173",1034259,"Shawn Corker","FL",386,"WR","78",2010,1,2,1
"4174",1034261,"Lawrence Rumph","TX",14160,"DT","49",2010,0,1,0
"4175",1034263,"Donald Langley","MD",1318,"DT","70",2007,0,2,0
"4176",1034266,"William Russ","LA",1093,"K","76",2010,0,2,0
"4177",1034267,"Tevin Jackson","TX",91,"OLB","81",2010,0,3,0
"4178",1034268,"Darius Terrell","TX",522,"WR","78",2010,11,2,6
"4179",1034270,"Adrian Phillips","TX",140,"ATH","81",2010,1,4,1
"4180",1034271,"Connor Wood","TX",259,"QB","79",2010,58,2,29
"4181",1034272,"Carrington Byndom","TX",128,"CB","81",2010,0,4,0
"4182",1034273,"Demarco Cobbs","OK",18,"ATH","84",2010,0,3,0
"4183",1034275,"Bryant Jackson","TX",322,"S","79",2010,11,2,6
"4184",1034277,"Traylon Shead","TX",501,"RB","78",2010,37,1,37
"4185",1034281,"Darius White","TX",20,"WR","84",2010,32,3,11
"4186",1034283,"Jackson Jeffcoat","TX",2,"DE","88",2010,0,4,0
"4187",1034284,"Aaron Benson","TX",120,"OLB","81",2010,0,2,0
"4188",1034286,"Dominic Espinosa","TX",294,"OC","79",2010,0,2,0
"4189",1034289,"Case McCoy","TX",528,"QB","78",2010,193,4,49
"4190",1034292,"Ashton Dorsey","TX",48,"DT","82",2010,0,2,0
"4191",1034293,"Greg Daniels","TX",222,"DE","79",2010,9,3,3
"4192",1034296,"Reggie Wilson","TX",76,"DE","81",2010,0,4,0
"4193",1034297,"Taylor Bible","TX",14,"DT","84",2010,0,1,0
"4194",1034300,"Devin Patterson","TX",5354,"WR","49",2010,25,3,9
"4195",1034303,"Adrian James","TX",8245,"CB","49",2010,0,4,0
"4196",1034306,"Michael Pickett","TX",11865,"S","49",2010,0,1,0
"4197",1034308,"Traun Roberson","TX",12064,"S","49",2010,0,2,0
"4198",1034311,"Nathan Jeffery","TX",1225,"RB","75",2010,326,3,109
"4199",1034318,"Cooper Brock","TX",2658,"DE","67",2010,0,1,0
"4200",1034325,"James Nelson","CA",14443,"OT","49",2010,0,3,0
"4201",1034326,"Jerel Watkins","TX",966,"OG","76",2009,0,3,0
"4202",1034330,"Dakota Warren","TX",14175,"K","49",2010,0,3,0
"4203",1034332,"Eric Tomlinson","TX",13752,"TE","49",2010,65,3,22
"4204",1034340,"Marcus Bagley","TX",8198,"DT","49",2010,0,4,0
"4205",1034345,"Dwight Macon","OH",2391,"ATH","70",2010,89,3,30
"4206",1034348,"Ross Madison","VA",4714,"S","49",2010,0,4,0
"4207",1034351,"Cassius McDowell","FL",1205,"RB","75",2010,112,3,38
"4208",1034352,"Ethan Kagy","OH",2901,"CB","49",2009,0,4,0
"4209",1034353,"James Gordon","OH",1137,"OLB","75",2010,0,2,0
"4210",1034357,"Zac Rosenbauer","OH",2092,"ILB","72",2010,1,3,1
"4211",1034358,"Dawalyn Harper","OH",4985,"ATH","49",2010,3,3,1
"4212",1034362,"Ray Bush","OH",4107,"OLB","49",2010,1,3,1
"4213",1034363,"Josh Hendershot","OH",3203,"OG","49",2010,0,2,0
"4214",1034364,"Robert Lisowski","NJ",3834,"OG","49",2010,0,1,0
"4215",1034369,"Greg Mancz","OH",3990,"OT","49",2010,0,2,0
"4216",1034382,"Jayrone Elliott","OH",1213,"DE","75",2010,0,4,0
"4217",1034383,"Brett Moncrief","AR",5079,"WR","49",2007,32,2,16
"4218",1034384,"Khary Franklin","GA",1404,"ATH","74",2010,29,4,8
"4219",1034386,"Sam Haskins","VA",1541,"WR","74",2009,1,1,1
"4220",1034390,"B.J. Chitty","AL",558,"ATH","78",2010,64,3,22
"4221",1034400,"Camren Hudson","FL",2286,"ATH","70",2010,0,4,0
"4222",1034404,"Brian Exley","AL",7825,"RB","49",2007,1,1,1
"4223",1034408,"Jim Teknipp","OH",1644,"TE","73",2009,6,2,3
"4224",1034412,"Brach Bessant","FL",11048,"ILB","49",2010,0,1,0
"4225",1034419,"Jarred Fleming","MS",14401,"OT","49",2010,0,1,0
"4226",1034422,"Terrence Jones","AL",8367,"OG","49",2010,0,3,0
"4227",1034426,"Hakeem Haynie","GA",6285,"WR","49",2010,1,1,1
"4228",1034430,"Tommy Stephens","FL",2359,"DE","70",2010,0,1,0
"4229",1034431,"Jonathan Ginsburgh","LA",873,"K","77",2010,0,3,0
"4230",1034433,"Orleans Darkwa","TN",1238,"RB","75",2010,597,4,150
"4231",1034436,"Jamar Thomas","LA",8284,"RB","49",2010,51,2,26
"4232",1034437,"Dominique Robertson","TX",12715,"OLB","49",2010,0,4,0
"4233",1034438,"L.J. Parker","LA",1567,"ATH","74",2010,0,3,0
"4234",1034442,"Logan Hamilton","LA",5261,"ILB","49",2010,0,3,0
"4235",1034446,"Cameron DeJean","LA",1919,"S","73",2010,0,1,0
"4236",1034447,"Kerchal Byrd","FL",1173,"OLB","75",2010,0,1,0
"4237",1034451,"Ray Oppman","TX",1297,"OLB","75",2010,0,1,0
"4238",1034452,"Taylor Bullock","LA",7954,"QB","49",2010,0,2,0
"4239",1034455,"Adam Skidmore","NJ",9342,"OT","49",2010,0,2,0
"4240",1034456,"Patrick Husain","IL",2839,"OT","65",2010,0,1,0
"4241",1034457,"Matt Marfisi","TX",11558,"TE","49",2010,19,3,7
"4242",1034458,"Brent Comardelle","TX",4318,"WR","49",2010,19,3,7
"4243",1034460,"Julius Warmsley","LA",2295,"DE","67",2009,1,4,1
"4244",1034461,"Kenny Welcome","LA",7314,"DT","49",2010,0,3,0
"4245",1034464,"Luke Snider","OK",12635,"CB","49",2010,0,3,0
"4246",1034470,"Ja'Terian Douglas","TX",641,"RB","77",2010,439,4,110
"4247",1034471,"Mitchell Osborne","TX",1666,"OLB","74",2010,-1,3,0
"4248",1034479,"Donnell Hawkins","TX",9434,"OLB","49",2010,0,4,0
"4249",1034483,"Shawn Jackson","OK",1520,"OLB","74",2009,0,4,0
"4250",1034486,"Thomas Roberson","OK",2234,"WR","71",2010,185,3,62
"4251",1034488,"Stetson Burnett","OK",537,"OG","78",2009,0,3,0
"4252",1034489,"Jake Alexander","OK",1903,"OG","73",2010,0,2,0
"4253",1034496,"Tyrunn Walker","LA",14219,"DE","49",2010,4,2,2
"4254",1034497,"Darrell Zellars","SC",14366,"DT","49",2010,0,1,0
"4255",1034498,"Tucker Tipton","TN",5712,"QB","49",2009,0,2,0
"4256",1034501,"Steffon Batts","SC",1755,"CB","73",2009,0,3,0
"4257",1034508,"Brent Michaels","AZ",8063,"RB","49",2007,0,1,0
"4258",1034509,"Jamil Cooks","CO",4736,"OLB","49",2009,7,2,4
"4259",1034516,"Evan Kaufman","KS",5905,"DE","49",2009,0,1,0
"4260",1034537,"Lyle Beloney","TX",4902,"S","49",2009,0,2,0
"4261",1034543,"Hayden Tippett","AZ",5050,"ILB","49",2010,53,3,18
"4262",1034545,"Reggie Nesbit","IN",10930,"OLB","49",2010,0,3,0
"4263",1034585,"Casey Bolena","AZ",2195,"WR","69",2009,36,3,12
"4264",1034611,"Evan Palelei","NV",922,"ILB","76",2010,3,2,2
"4265",1034625,"Alex Doolittle","TX",2272,"DT","71",2010,0,1,0
"4266",1034626,"Travis Bridges","FL",3232,"OG","49",2010,0,2,0
"4267",1034632,"Shawn Lynch","AL",3150,"WR","49",2009,68,3,23
"4268",1034636,"Jamel Dobbs","GA",6914,"DE","49",2010,0,1,0
"4269",1034638,"Jeremy Higgins","HI",1079,"QB","76",2010,13,3,5
"4270",1034640,"Tavaris McMillian","FL",11077,"S","49",2010,0,3,0
"4271",1034641,"Shaan Johnson","CA",9706,"WR","49",2010,11,1,11
"4272",1034643,"Rashard Stewart","FL",4220,"ATH","49",2010,5,3,2
"4273",1034644,"Brian Suite","HI",7433,"ATH","49",2010,0,2,0
"4274",1034647,"Gavin Jones","UT",14507,"S","49",2010,0,1,0
"4275",1034650,"Joe Hill","CA",7694,"RB","49",2010,145,3,49
"4276",1034656,"Robert Marshall","TX",12592,"RB","49",2010,86,4,22
"4277",1034661,"Nevin Lawson","FL",9029,"CB","49",2010,0,4,0
"4278",1034668,"Dontel Watkins","TN",14549,"WR","49",2010,70,1,70
"4279",1034673,"Nick Diaz","CA",2090,"K","72",2010,0,3,0
"4280",1034682,"Brian Blechen","CA",520,"QB","78",2010,-3,3,-1
"4281",1034683,"Kenneth Scott","CA",898,"WR","76",2010,59,2,30
"4282",1034686,"Wykie Freeman","TX",8992,"CB","49",2010,0,3,0
"4283",1034691,"Jacoby Hale","TX",1443,"OLB","74",2010,0,3,0
"4284",1034695,"Damian Payne","TX",532,"S","78",2010,59,3,20
"4285",1034696,"Ron Tongaonevai","UT",14140,"OG","49",2010,0,1,0
"4286",1034702,"V.J. Fehoko","HI",395,"ILB","78",2010,0,3,0
"4287",1034706,"Westlee Tonga","TX",2581,"TE","49",2007,12,4,3
"4288",1034708,"Dres Anderson","CA",808,"WR","77",2010,296,3,99
"4289",1034709,"Dexter Ransom","TX",14217,"WR","49",2010,3,2,2
"4290",1034711,"Star Lotulelei","UT",1753,"DT","67",2007,1,3,1
"4291",1034713,"Joe Kruger","UT",907,"DE","76",2010,-6,3,-2
"4292",1034724,"Karl Williams","UT",2158,"DE","69",2009,37,3,13
"4293",1034725,"Jordan Rodgers","CA",14256,"QB","49",2010,294,2,147
"4294",1034727,"Jonathan Krause","GA",935,"WR","76",2010,219,4,55
"4295",1034728,"Andre Hal","LA",1157,"CB","75",2010,262,4,66
"4296",1034734,"Chase Garnham","AL",10464,"OLB","49",2010,0,4,0
"4297",1034735,"Fitz Lassing","TN",5002,"OLB","49",2010,25,4,7
"4298",1034737,"Karl Butler","LA",1291,"CB","75",2010,0,4,0
"4299",1034741,"Andrew Bridges","GA",1153,"DE","75",2010,0,3,0
"4300",1034743,"James Kittredge","NJ",901,"DT","76",2010,0,1,0
"4301",1034744,"Logan Stewart","SC",1344,"OG","75",2010,0,2,0
"4302",1034745,"Thomas Ryan","FL",1422,"DE","74",2010,0,1,0
"4303",1034746,"Chase White","TX",2388,"OT","70",2010,0,2,0
"4304",1034748,"Chris Boyd","GA",1683,"WR","74",2010,192,2,96
"4305",1034749,"Jordan Matthews","AL",1515,"WR","74",2010,530,4,133
"4306",1034750,"Trent Pruitt","GA",2145,"WR","72",2010,7,2,4
"4307",1034751,"Kyle Woestmann","GA",884,"DT","77",2010,0,3,0
"4308",1034752,"Jared Morse","AL",654,"DT","77",2010,0,4,0
"4309",1034754,"Kyle Fuller","MD",748,"CB","77",2010,6,4,2
"4310",1034757,"Laurence Gibson","AZ",2181,"DE","69",2009,0,1,0
"4311",1034761,"Duan Perez-Means","VA",588,"TE","77",2009,0,2,0
"4312",1034765,"Matt Arkema","VA",988,"OG","76",2010,0,1,0
"4313",1034770,"Willie Byrn","VA",12286,"WR","49",2010,78,3,26
"4314",1034774,"Nick Dew","VA",67,"S","81",2010,0,1,0
"4315",1034784,"Jerome Lewis","NY",1126,"TE","76",2010,5,1,5
"4316",1034786,"Theron Norman","VA",164,"ATH","80",2009,0,1,0
"4317",1034788,"Mark Shuman","VA",248,"OG","79",2010,0,1,0
"4318",1034793,"Ricardo Young","DC",1043,"QB","76",2010,0,1,0
"4319",1034796,"Miles Gooch","GA",369,"ATH","79",2010,9,2,5
"4320",1034797,"DreQuan Hoskey","VA",3646,"CB","49",2010,0,3,0
"4321",1034801,"Rijo Walker","VA",1175,"CB","75",2010,0,4,0
"4322",1034802,"Adam Caplinger","VA",13569,"RB","49",2010,0,1,0
"4323",1034809,"Henry Coley","VA",1325,"ILB","75",2010,0,3,0
"4324",1034814,"Jake McGee","VA",6728,"QB","49",2010,108,3,36
"4325",1034819,"Stephen Lawe","VA",1390,"OT","75",2010,0,1,0
"4326",1034824,"Morgan Moses","VA",49,"OT","83",2009,0,4,0
"4327",1034828,"Greg Gallop","VA",2900,"OG","64",2010,0,1,0
"4328",1034830,"Merrill Noel","FL",420,"ATH","78",2010,44,3,15
"4329",1034831,"Tanner Price","TX",401,"QB","78",2010,568,4,142
"4330",1034832,"Patrick Thompson","VA",2444,"QB","66",2009,-4,3,-1
"4331",1034833,"A.J. Marshall","NC",292,"CB","79",2010,0,4,0
"4332",1034836,"Nick Knott","TX",2424,"RB","69",2010,9,1,9
"4333",1034837,"Desmond Cooper","FL",655,"S","77",2010,0,1,0
"4334",1034838,"Zachary Allen","FL",332,"OLB","79",2010,0,2,0
"4335",1034842,"Logan Feimster","NC",2598,"TE","63",2009,0,1,0
"4336",1034843,"Antonio Ford","FL",1255,"DT","75",2010,0,2,0
"4337",1034844,"Colin Summers","NC",950,"OG","76",2010,0,2,0
"4338",1034848,"Neil Basford","FL",1154,"TE","75",2010,2,1,2
"4339",1034850,"Matt James","NC",729,"WR","77",2010,3,3,1
"4340",1034854,"C.J. Mizell","FL",329,"OLB","79",2009,0,3,0
"4341",1034855,"Connor Halliday","WA",2716,"QB","67",2010,395,3,132
"4342",1034858,"Deone Bucannon","CA",820,"S","77",2010,0,4,0
"4343",1034860,"Tracy Clark","CA",1921,"S","73",2010,0,3,0
"4344",1034865,"Jack Wilson","WA",4406,"WR","49",2010,0,1,0
"4345",1034868,"Eric Oertel","WI",2627,"RB","67",2010,0,4,0
"4346",1034869,"Bennett Bontemps","WA",12994,"RB","49",2010,8,3,3
"4347",1034870,"Andrew Furney","WA",11761,"K","49",2010,0,4,0
"4348",1034872,"Brandon Rankin","NC",7742,"DE","49",2009,0,2,0
"4349",1034875,"Wade Jacobson","CA",14359,"OG","49",2010,0,3,0
"4350",1034877,"Damante Horton","CA",1233,"CB","75",2010,0,4,0
"4351",1034884,"John Fullington","WA",12083,"OT","49",2010,0,4,0
"4352",1034885,"David Gonzales","CA",14309,"OT","49",2010,0,1,0
"4353",1034886,"Kristoff Williams","CA",1067,"WR","76",2010,151,3,51
"4354",1034888,"Bobby Ratliff","CA",813,"WR","77",2010,106,3,36
"4355",1034889,"Marquess Wilson","CA",11217,"WR","49",2010,445,3,149
"4356",1034894,"Kalafitoni Pole","CA",5262,"DE","49",2010,1,3,1
"4357",1034900,"DiAndre Campbell","CA",11032,"WR","49",2010,27,3,9
"4358",1034902,"Josh Shirley","CA",273,"OLB","79",2010,0,3,0
"4359",1034904,"Jesse Callier","CA",726,"RB","77",2010,381,4,96
"4360",1034905,"Jamaal Kearse","WA",203,"WR","80",2010,3,3,1
"4361",1034906,"Willis Wilson","WA",1901,"RB","73",2010,0,1,0
"4362",1034908,"Deontae Cooper","CA",279,"RB","79",2010,41,1,41
"4363",1034910,"Princeton Fuimaono","CA",717,"OLB","77",2010,0,4,0
"4364",1034911,"Cooper Pelluer","WA",2152,"OLB","71",2010,0,1,0
"4365",1034916,"Ben Riva","WA",1202,"OT","75",2010,0,2,0
"4366",1034919,"James Atoe","OR",4903,"OT","49",2010,0,1,0
"4367",1034922,"Drew Schultz","WA",4626,"OG","49",2010,0,1,0
"4368",1034926,"Evan Hudson","WA",2004,"DE","72",2010,7,3,3
"4369",1034928,"Michael Hartvigson","WA",586,"TE","78",2010,10,2,5
"4370",1034931,"Taz Stevenson","HI",1795,"ATH","73",2010,0,3,0
"4371",1034933,"Lawrence Lagafuaina","HI",1785,"DT","73",2010,0,2,0
"4372",1034935,"Barry Brunetti","TN",223,"QB","79",2010,147,4,37
"4373",1034937,"Jewone Snow","OH",765,"ILB","77",2010,3,3,1
"4374",1034942,"Ishmael Banks","VA",3318,"WR","49",2009,0,3,0
"4375",1034945,"Travis Bell","FL",1347,"S","75",2010,0,4,0
"4376",1034949,"Doug Rigg","NJ",702,"ATH","77",2010,0,4,0
"4377",1034955,"Quinton Spain","VA",442,"OG","78",2010,0,3,0
"4378",1034964,"Matt Pelesasa","CA",14376,"QB","49",2010,-1,1,-1
"4379",1034965,"Ty Scott","FL",7442,"S","49",2010,0,2,0
"4380",1034972,"Ricardo Singh","FL",8268,"CB","49",2010,0,3,0
"4381",1034974,"Rico Brown","KY",1642,"RB","74",2010,58,3,20
"4382",1034979,"Dalton Cissell","KY",2398,"RB","66",2009,0,1,0
"4383",1034980,"Neil Wilson","KY",12212,"WR","49",2010,0,1,0
"4384",1034985,"Tenerio Davis","GA",6467,"OLB","49",2007,0,2,0
"4385",1034989,"Jim Murphree","KY",7289,"TE","49",2009,3,2,2
"4386",1034991,"Willie McNeal","FL",3928,"WR","49",2009,433,3,145
"4387",1035000,"Maurice Roberts","FL",11499,"ATH","49",2010,0,1,0
"4388",1035002,"Johnnie Simon","FL",1266,"S","75",2010,0,4,0
"4389",1035003,"Tevin Drake","FL",1226,"RB","75",2010,158,3,53
"4390",1035007,"Demetrius Pettway","FL",6856,"S","49",2010,0,4,0
"4391",1035013,"Desmond Bozeman","FL",2308,"ILB","70",2010,1,4,1
"4392",1035014,"Nick Galvin","OH",2105,"ILB","72",2010,0,1,0
"4393",1035016,"Travonte Boles","FL",2227,"DT","71",2010,0,4,0
"4394",1035017,"Manny Diaz","FL",2202,"DE","71",2010,0,2,0
"4395",1035021,"Raheam Buxton","FL",4515,"CB","49",2010,0,2,0
"4396",1035022,"Jon Hoffing","IL",2492,"OG","69",2010,0,1,0
"4397",1035027,"John Rice","MS",14218,"DT","49",2010,0,1,0
"4398",1035033,"Manasseh Garner","PA",465,"ATH","78",2010,60,3,20
"4399",1035054,"Jacob Ninneman","WI",5965,"DT","49",2010,0,1,0
"4400",1035057,"Dallas Lewallen","WI",10780,"OT","49",2010,0,1,0
"4401",1035058,"Bryce Gilbert","WI",1470,"DT","74",2010,0,3,0
"4402",1035063,"Chase Hammond","OH",1530,"WR","74",2010,4,1,4
"4403",1035064,"Kyle French","WI",1332,"K","75",2010,0,3,0
"4404",1035070,"Darrenn White","MO",2455,"ATH","69",2010,0,3,0
"4405",1035071,"Marqueston Huff","TX",1265,"S","75",2010,-2,4,0
"4406",1035075,"DeJay Lester","UT",14115,"WR","49",2010,2,2,1
"4407",1035080,"Mazi Ogbonna","NY",14488,"WR","49",2010,81,2,41
"4408",1035096,"Sonny Puletasi","OK",778,"DE","77",2010,2,3,1
"4409",1035117,"Tyler Strong","CO",2189,"DT","71",2010,0,4,0
"4410",1035118,"Riley Lange","CO",1459,"DE","74",2010,18,2,9
"4411",1035123,"Sam Stratton","CO",2256,"QB","71",2010,4,2,2
"4412",1035495,"Darius Barksdale","MS",412,"RB","78",2008,2,3,1
"4413",1036207,"Tyler Arndt","TX",504,"QB","78",2010,43,4,11
"4414",1036208,"Terrence Franks","TX",5605,"RB","49",2010,138,3,46
"4415",1036211,"Craig Mager","TX",5775,"S","49",2010,27,3,9
"4416",1036226,"Michael Gilmore","TX",8051,"WR","49",2010,19,3,7
"4417",1036228,"Deshun Williams","TX",12445,"DT","49",2010,0,2,0
"4418",1036539,"Roland Johnson","SC",1418,"DE","74",2010,0,3,0
"4419",1036869,"Anthony LaCoste","OR",2921,"RB","64",2010,368,4,92
"4420",1037358,"Tyler Potter","CA",4469,"OG","49",2009,0,1,0
"4421",1037744,"Stanley Andre","MA",3391,"ILB","49",2010,0,3,0
"4422",1037753,"Anthony Dima","NY",14263,"OT","49",2010,0,2,0
"4423",1038071,"Antonio Andrews","KY",2478,"ATH","69",2010,1038,4,260
"4424",1038159,"Nic Platt","FL",6273,"QB","49",2010,12,2,6
"4425",1038182,"Stephen Nelson","OR",8610,"S","49",2010,9,1,9
"4426",1038184,"Sam Gervais","FL",5038,"CB","49",2010,0,1,0
"4427",1038223,"Devin Durden","GA",6858,"TE","49",2009,0,1,0
"4428",1038246,"Robert Ferguson","FL",2282,"OLB","67",2009,0,3,0
"4429",1038263,"Cole Moon","GA",5754,"FB","49",2010,0,1,0
"4430",1038285,"Jarrell Robinson","GA",6688,"OLB","49",2010,0,3,0
"4431",1038289,"Tim Wynn","GA",1479,"OG","74",2010,0,1,0
"4432",1038298,"Darren McCray","GA",2607,"ATH","63",2009,10,2,5
"4433",1038348,"Marcus Stetzer","GA",12916,"DE","49",2010,0,1,0
"4434",1038351,"Lamonte Gaddis","OH",8307,"ATH","49",2010,3,1,3
"4435",1038357,"A.J. Fox","OH",2085,"K","72",2011,0,1,0
"4436",1038365,"Johnny Robinson","OH",4169,"CB","49",2011,0,3,0
"4437",1038369,"Bryce Cheek","OH",2259,"CB","70",2011,0,2,0
"4438",1038373,"Cody Grice","OH",2106,"FB","72",2011,0,2,0
"4439",1038375,"Zach Paul","OH",3095,"K","49",2011,-1,2,0
"4440",1038378,"Justin March","IL",3141,"OLB","49",2011,0,3,0
"4441",1038384,"Vinnie Rizzo","NY",15062,"OC","49",2011,0,2,0
"4442",1038385,"Dajour Morris","PA",2926,"DT","49",2011,0,1,0
"4443",1038390,"Travis Switzer","PA",2997,"OG","49",2011,0,2,0
"4444",1038392,"Dylan Brumbaugh","OH",1705,"DT","74",2011,0,2,0
"4445",1038393,"Andrew Bohan","OH",1229,"OT","75",2011,0,1,0
"4446",1038404,"Bradley Sylve","LA",43,"WR","82",2011,0,2,0
"4447",1038407,"Brent Calloway","AL",143,"ATH","80",2011,4,1,4
"4448",1038408,"Christion Jones","AL",177,"CB","80",2011,391,3,131
"4449",1038410,"Jabriel Washington","TN",252,"ATH","79",2011,0,2,0
"4450",1038411,"Vinnie Sunseri","AL",272,"OLB","79",2011,0,3,0
"4451",1038416,"LaMichael Fanning","GA",160,"DE","80",2011,0,2,0
"4452",1038417,"Xzavier Dickson","GA",22,"DE","83",2011,3,3,1
"4453",1038420,"Ronald Carswell","GA",485,"WR","78",2010,81,1,81
"4454",1038425,"D.J. Pettway","FL",215,"DE","80",2011,0,1,0
"4455",1038429,"Cyrus Kouandjio","MD",3,"OT","87",2011,0,2,0
"4456",1038431,"Jeoffrey Pagan","NC",55,"DE","81",2011,0,3,0
"4457",1038432,"Marvin Shinn","AL",77,"WR","81",2011,2,1,2
"4458",1038433,"Malcolm Faciane","MS",84,"TE","81",2011,1,1,1
"4459",1038434,"Quinton Dial","AL",322,"DT","79",2009,0,2,0
"4460",1038436,"Calvin Jones","MS",3324,"S","49",2011,4,3,2
"4461",1038440,"Dequindre Adams","GA",2122,"CB","71",2011,13,1,13
"4462",1038443,"Johnny Cockrell","MS",14969,"S","49",2011,0,1,0
"4463",1038447,"Bashr Coles","GA",1906,"ATH","73",2011,41,2,21
"4464",1038454,"Lamar Johnson","MS",6442,"S","49",2009,0,1,0
"4465",1038461,"Tyler Peppers","AL",3018,"DE","49",2011,0,1,0
"4466",1038464,"Uneik Crumbley","GA",3565,"OG","49",2011,0,1,0
"4467",1038465,"Hunter Mullins","AL",8024,"K","49",2010,-1,3,0
"4468",1038475,"Trey Grissett","GA",3937,"DE","49",2011,0,3,0
"4469",1038477,"Ty Long","GA",1719,"K","74",2011,0,3,0
"4470",1038480,"Mickey Jackson","AL",303,"DT","79",2011,0,1,0
"4471",1038484,"Rashad Ross","CA",14945,"WR","49",2011,286,2,143
"4472",1038486,"Greg Smith","CA",4360,"ATH","49",2009,0,1,0
"4473",1038487,"Michael Eubank","CA",978,"ATH","77",2011,80,2,40
"4474",1038488,"Kevin Ayers","CA",3204,"S","49",2009,2,2,1
"4475",1038490,"Ezekiel Bishop","CO",951,"ATH","77",2011,0,2,0
"4476",1038497,"Kipeli Koniseti","CA",7057,"ATH","49",2009,0,3,0
"4477",1038498,"Josh Hubner","AZ",14865,"K","49",2011,0,2,0
"4478",1038501,"Devin Goodman","FL",700,"OG","78",2011,0,2,0
"4479",1038508,"Mo Latu","AZ",346,"OC","79",2011,0,2,0
"4480",1038514,"Sean O'Grady","CA",922,"DE","77",2011,0,1,0
"4481",1038518,"Hank Hobson","CA",345,"OLB","79",2011,0,3,0
"4482",1038520,"Ka'Deem Carey","AZ",506,"RB","78",2011,879,3,293
"4483",1038522,"Johnny Jackson","CA",6718,"WR","49",2011,82,2,41
"4484",1038527,"Reggie Gilbert","AZ",923,"DE","77",2011,0,2,0
"4485",1038528,"Rob Hankins","TX",188,"ILB","80",2011,0,1,0
"4486",1038534,"Jared Baker","CA",572,"RB","78",2011,81,2,41
"4487",1038535,"Addison Bachman","CA",14796,"OC","49",2011,1,2,1
"4488",1038538,"Patrick Onwuasor","CA",568,"WR","78",2011,0,1,0
"4489",1038544,"David Richards","CA",879,"WR","77",2011,63,2,32
