"","PlayerCode","Name","Home State","RecruitingRank","Position","RecruitingGrade","YearRanked","TotalPoints","YearsPlayed","PointsPerYear"
"2207",1024068,"George Daily-Lyles","CA",5563,"ILB","49",2009,0,4,0
"2208",1024076,"Billy Ray Stutzmann","HI",2014,"WR","71",2009,227,5,46
"2209",1024078,"Levi Legay","HI",4657,"OT","49",2007,0,1,0
"2210",1024089,"Brett Leonard","CA",8239,"OT","49",2009,0,1,0
"2211",1024092,"David Graves","CA",6250,"QB","49",2009,95,2,48
"2212",1024094,"David Hafoka","CA",8387,"DT","49",2009,0,1,0
"2213",1024098,"A.J. Dugat","TX",1229,"ATH","75",2009,63,1,63
"2214",1024099,"Thomas Bates","TX",660,"S","77",2009,-5,5,-1
"2215",1024104,"Jeffery Lewis","TX",6842,"RB","49",2009,16,4,4
"2216",1024106,"George Bamfo","TX",7499,"OLB","49",2009,0,4,0
"2217",1024107,"Phillip Steward","TX",2276,"OLB","67",2009,0,4,0
"2218",1024110,"Charles Sims","TX",1319,"RB","75",2009,833,4,209
"2219",1024113,"Tyrone Campbell","TX",1727,"DT","73",2009,0,2,0
"2220",1024118,"Ralph Oragwu","TX",2184,"OG","69",2009,0,3,0
"2221",1024119,"Jarve Dean","TX",8021,"OG","49",2009,0,1,0
"2222",1024123,"Radermon Scypion","TX",1970,"DE","72",2009,0,4,0
"2223",1024124,"DeAnthony Sims","TX",1992,"DT","71",2009,0,4,0
"2224",1024125,"Ameen Behbahani","TX",6883,"DE","49",2009,1,4,1
"2225",1024128,"Tracy Carter","TX",6743,"CB","49",2009,34,3,12
"2226",1024130,"Aaron Grymes","WA",7567,"CB","49",2009,0,4,0
"2227",1024138,"Justin Veltung","WA",4189,"WR","49",2009,529,4,133
"2228",1024142,"Korey Toomer","NV",7878,"OLB","49",2009,22,3,8
"2229",1024147,"Shawn Tucker","CA",8177,"DE","49",2010,12,1,12
"2230",1024162,"Taylor Elmo","WA",6273,"ATH","49",2009,35,4,9
"2231",1024164,"Clayton Homme","WA",1684,"WR","73",2009,16,4,4
"2232",1024166,"Vince Keener","AZ",2021,"DE","71",2009,0,4,0
"2233",1024172,"Nathan Scheelhaase","MO",835,"QB","77",2009,769,4,193
"2234",1024173,"Bud Golden","OH",362,"RB","79",2009,13,1,13
"2235",1024183,"Steve Hull","OH",701,"WR","77",2009,134,4,34
"2236",1024184,"Aaron Gress","CA",7912,"OLB","49",2009,0,2,0
"2237",1024188,"Tim Kynard","OH",7114,"DE","49",2009,0,4,0
"2238",1024189,"Joelil Thrash","DC",5237,"CB","49",2009,0,2,0
"2239",1024190,"Jake Feldmeyer","OH",2110,"OG","70",2009,0,2,0
"2240",1024191,"Hugh Thornton","OH",1563,"OT","74",2009,0,4,0
"2241",1024203,"Edward Wright-Baker","IN",340,"ATH","79",2009,55,2,28
"2242",1024207,"Nick Turner","IN",3913,"RB","49",2009,68,2,34
"2243",1024210,"Damon Sims","OH",3695,"OLB","49",2009,0,2,0
"2244",1024223,"Pat McShane","OH",1351,"OG","74",2009,0,2,0
"2245",1024228,"Duwyce Wilson","IN",863,"WR","76",2009,173,4,44
"2246",1024232,"Javon Cornley","OH",1926,"DE","72",2009,0,3,0
"2247",1024234,"Adam Replogle","OH",2172,"DT","69",2009,0,4,0
"2248",1024236,"Jacques Washington","OK",806,"ATH","77",2009,0,4,0
"2249",1024237,"James Capello","PA",1730,"QB","73",2009,8,1,8
"2250",1024238,"Deon Broomfield","FL",741,"S","77",2009,0,4,0
"2251",1024241,"Josh Lenz","IA",1863,"ATH","72",2009,413,4,104
"2252",1024242,"Jake Knott","IA",1566,"OLB","74",2009,0,4,0
"2253",1024243,"Jansen Watson","FL",1215,"S","75",2009,0,4,0
"2254",1024244,"James White","TX",757,"RB","77",2009,231,4,58
"2255",1024251,"Beau Blankenship","OK",873,"RB","76",2009,448,4,112
"2256",1024255,"A.J. Klein","WI",1575,"OLB","74",2009,0,4,0
"2257",1024259,"Darius Reynolds","VA",7677,"ATH","49",2009,154,3,52
"2258",1024260,"Willie Scott","FL",3124,"OLB","49",2009,0,4,0
"2259",1024267,"Kyle Lichtenberg","IA",749,"OT","77",2009,0,2,0
"2260",1024270,"Donnie Jennert","FL",1365,"TE","74",2009,0,1,0
"2261",1024277,"Micah Hyde","OH",1881,"QB","72",2009,37,4,10
"2262",1024279,"Jordan Cotton","IA",411,"WR","78",2009,277,3,93
"2263",1024284,"Shane DiBona","MA",1874,"FB","72",2009,0,1,0
"2264",1024291,"Conor Boffeli","IA",2301,"TE","67",2009,0,2,0
"2265",1024292,"Keenan Davis","IA",118,"WR","81",2009,245,4,62
"2266",1024296,"Brett Van Sloten","IA",1100,"OT","76",2009,-1,2,0
"2267",1024300,"Dominic Alvis","IA",4788,"DE","49",2009,0,4,0
"2268",1024304,"Joe Forgy","IA",7784,"DE","49",2009,0,1,0
"2269",1024306,"Sammuel Lamur","FL",14468,"QB","49",2010,11,2,6
"2270",1024309,"Darious Thomas","TX",14292,"CB","49",2010,0,1,0
"2271",1024310,"Terrance Sweeney","TX",14157,"CB","49",2010,0,2,0
"2272",1024312,"Andre McDonald","OK",5694,"TE","49",2009,30,3,10
"2273",1024315,"Thomas Ferguson","TX",259,"S","79",2009,0,4,0
"2274",1024316,"Emmanuel Lamur","FL",8376,"S","49",2009,3,3,1
"2275",1024325,"John Hubert","TX",2083,"RB","70",2009,534,4,134
"2276",1024337,"Blake Slaughter","TX",574,"ILB","77",2008,0,4,0
"2277",1024338,"Kadero Terrell","FL",8114,"ILB","49",2009,0,1,0
"2278",1024340,"Clarence Bumpas","CO",1878,"OLB","72",2009,0,1,0
"2279",1024345,"Cornelius Lucas","LA",6332,"OT","49",2009,0,2,0
"2280",1024346,"Keenan Taylor","OK",1176,"OT","75",2009,0,1,0
"2281",1024349,"Tramaine Thompson","OK",1494,"ATH","74",2009,502,4,126
"2282",1024350,"Sheldon Smith","CA",7911,"WR","49",2009,21,2,11
"2283",1024359,"Calvin Rubles","TX",8242,"S","49",2009,0,2,0
"2284",1024360,"Jordan Webb","MO",897,"QB","76",2009,212,3,71
"2285",1024361,"D.J. Beshears","TX",798,"WR","77",2009,546,4,137
"2286",1024362,"Bradley McDougald","OH",746,"S","77",2009,194,4,49
"2287",1024363,"Dexter Linton","TX",1210,"S","75",2009,0,3,0
"2288",1024365,"Huldon Tharp","KS",611,"ATH","77",2009,0,3,0
"2289",1024371,"Prinz Kande","TX",594,"S","77",2009,0,4,0
"2290",1024376,"Tyrone Sellers","NE",1792,"DE","73",2009,0,1,0
"2291",1024377,"Kevin Young","KS",1032,"DE","76",2009,0,4,0
"2292",1024384,"Riley Spencer","KS",671,"OG","77",2009,0,1,0
"2293",1024385,"Chris Omigie","TX",733,"WR","77",2009,10,3,4
"2294",1024386,"Erick McGriff","FL",1061,"WR","76",2009,5,1,5
"2295",1024389,"Darius Polk","VA",3672,"S","49",2009,32,4,8
"2296",1024390,"Spencer Keith","AR",1909,"QB","72",2009,492,4,123
"2297",1024397,"Dri Archer","FL",4353,"RB","49",2009,843,4,211
"2298",1024398,"Luke Batton","OH",5581,"OLB","49",2009,-1,4,0
"2299",1024402,"Freddy Cortez","FL",4538,"K","49",2009,0,4,0
"2300",1024403,"Tyshon Goode","NY",4380,"ATH","49",2009,295,5,59
"2301",1024408,"Kent Walker","PA",7336,"ILB","49",2009,0,1,0
"2302",1024410,"Brian Winters","OH",4935,"OT","49",2009,0,4,0
"2303",1024411,"Fabrice Pratt","FL",942,"S","76",2009,0,4,0
"2304",1024412,"Tyler Arend","OH",2005,"OT","71",2009,0,2,0
"2305",1024418,"Morgan Newton","IN",150,"QB","81",2009,166,4,42
"2306",1024423,"Qua Huzzie","GA",1167,"OLB","75",2009,4,1,4
"2307",1024425,"Jonathan George","AL",6434,"RB","49",2009,145,4,37
"2308",1024427,"Dakotah Tyler","IN",787,"S","77",2009,0,3,0
"2309",1024435,"Ridge Wilson","KY",1528,"OLB","74",2009,2,3,1
"2310",1024437,"Tristian Johnson","GA",1767,"DE","73",2009,0,4,0
"2311",1024440,"Larry Warford","KY",782,"OG","77",2009,0,3,0
"2312",1024444,"Chris Matthews","CA",7855,"WR","49",2009,187,2,94
"2313",1024445,"Anthony Kendrick","TX",586,"TE","77",2009,21,3,7
"2314",1024446,"Jordan Aumiller","KY",2259,"TE","68",2009,32,3,11
"2315",1024452,"Mister Cobble","KY",2156,"DT","69",2009,0,4,0
"2316",1024453,"Mark Crawford","IN",7940,"DT","49",2009,0,3,0
"2317",1024454,"Russell Shepard","TX",3,"ATH","92",2009,169,4,43
"2318",1024458,"Morris Claiborne","LA",228,"ATH","80",2009,126,3,42
"2319",1024460,"Rueben Randle","LA",11,"WR","86",2009,226,3,76
"2320",1024472,"Josh Johns","LA",781,"S","77",2009,0,1,0
"2321",1024476,"Michael Ford","LA",106,"RB","81",2009,320,3,107
"2322",1024480,"Kevin Minter","GA",136,"OLB","81",2009,0,3,0
"2323",1024481,"Barkevious Mingo","LA",447,"OLB","78",2009,0,3,0
"2324",1024482,"Chris Davenport","LA",57,"DT","83",2009,0,3,0
"2325",1024485,"Lamin Barrow","LA",1118,"OLB","76",2009,0,4,0
"2326",1024486,"Tahj Jones","LA",483,"OLB","78",2009,0,4,0
"2327",1024491,"P.J. Lonergan","LA",362,"OT","79",2008,0,4,0
"2328",1024493,"Josh Williford","AL",1255,"OG","75",2009,0,3,0
"2329",1024494,"Chris Faulk","LA",1198,"OT","75",2009,0,2,0
"2330",1024499,"Michael Brockers","TX",249,"DE","79",2009,0,2,0
"2331",1024500,"Bennie Logan","LA",915,"DE","76",2009,-1,3,0
"2332",1024503,"Sam Montgomery","SC",27,"DE","84",2009,0,3,0
"2333",1024512,"Lyle Fitte","LA",2401,"RB","66",2009,423,4,106
"2334",1024513,"Tyrone Duplessis","LA",1471,"RB","74",2009,47,2,24
"2335",1024520,"Chad Boyd","LA",2964,"CB","49",2009,2,4,1
"2336",1024521,"Matt Nelson","TX",1768,"K","73",2009,0,4,0
"2337",1024522,"C.J. Broades","TX",4344,"WR","49",2009,0,2,0
"2338",1024523,"IK Enemkpali","TX",2154,"DE","69",2009,0,4,0
"2339",1024525,"Kendrick James","LA",1723,"OLB","73",2009,0,4,0
"2340",1024526,"Rufus Porter","LA",4477,"OLB","49",2009,5,4,2
"2341",1024530,"Shakeil Lucas","LA",6097,"DE","49",2009,0,5,0
"2342",1024537,"Justin Ellis","LA",6297,"OG","49",2009,0,4,0
"2343",1024538,"Jordan Mills","LA",4138,"OT","49",2009,0,2,0
"2344",1024542,"Andre Taylor","TX",9105,"TE","49",2010,0,3,0
"2345",1024547,"Shenard Holton","KY",969,"ATH","76",2009,0,3,0
"2346",1024549,"Titus Teague","CA",4983,"CB","49",2009,0,2,0
"2347",1024553,"Jeremy Wright","FL",1024,"RB","76",2009,455,3,152
"2348",1024557,"Roy Philon","KY",1598,"DT","74",2009,0,4,0
"2349",1024558,"Horace Miller","MD",1475,"OLB","74",2009,4,4,1
"2350",1024561,"Anthony Conner","TX",8068,"CB","49",2009,0,2,0
"2351",1024565,"Bobby Burns","WA",8246,"CB","49",2009,0,2,0
"2352",1024580,"Adam Froman","CA",7661,"QB","49",2009,186,2,93
"2353",1024583,"Joseph Townsend","CA",8325,"DT","49",2007,0,1,0
"2354",1024586,"A.J. Graham","FL",744,"QB","77",2009,94,2,47
"2355",1024587,"Wayne Bonner","GA",552,"WR","76",2007,21,2,11
"2356",1024588,"Press Taylor","OK",8058,"QB","49",2009,0,1,0
"2357",1024589,"Donald Brown","FL",7002,"CB","49",2009,2,2,1
"2358",1024591,"C.J. Crawford","WV",573,"ATH","78",2009,38,3,13
"2359",1024592,"Jamal Wilson","VA",1086,"WR","74",2008,12,1,12
"2360",1024604,"Rashad Jackson","FL",1172,"CB","71",2007,0,3,0
"2361",1024605,"Matt Pickett","NC",6565,"OLB","49",2009,0,2,0
"2362",1024616,"Jordan Jeffries","IL",5887,"OT","49",2009,0,3,0
"2363",1024619,"James Rouse","VA",1993,"DE","71",2009,0,3,0
"2364",1024625,"Danny O'Brien","NC",1819,"QB","73",2009,267,3,89
"2365",1024629,"D.J. Adams","GA",142,"RB","81",2009,127,2,64
"2366",1024632,"Avery Graham","MD",1038,"S","76",2009,18,2,9
"2367",1024637,"Marcus Whitfield","MD",538,"OLB","78",2009,0,4,0
"2368",1024641,"Eric Franklin","MD",1249,"S","75",2009,-4,4,-1
"2369",1024643,"Ryan Donohue","NJ",1897,"ILB","72",2009,0,4,0
"2370",1024644,"Darin Drakeford","DC",488,"OLB","78",2009,0,4,0
"2371",1024648,"Nick Klemm","GA",5855,"OT","49",2009,0,2,0
"2372",1024651,"Cody Blue","MD",1078,"OT","74",2008,0,1,0
"2373",1024655,"Dave Stinebaugh","MD",1887,"TE","72",2009,36,3,12
"2374",1024662,"Mohammed Seisay","VA",6503,"S","49",2009,-1,3,0
"2375",1024663,"Dejarrius Adams","FL",7683,"WR","49",2009,0,1,0
"2376",1024664,"DeRon Furr","GA",515,"QB","78",2008,0,2,0
"2377",1024665,"Randy Powell","TN",762,"S","77",2009,0,1,0
"2378",1024667,"Tremaine McKenzie","FL",7759,"S","49",2009,0,1,0
"2379",1024670,"Derek Smith","AL",2387,"RB","66",2009,4,2,2
"2380",1024671,"Mike McDonald","NC",7786,"DT","49",2009,0,1,0
"2381",1024682,"Jamie McCoy","MS",3950,"OG","49",2009,0,1,0
"2382",1024683,"Dontari Poe","TN",1032,"DT","74",2008,0,3,0
"2383",1024684,"Torenzo Quinn","MS",7629,"CB","49",2009,0,2,0
"2384",1024685,"Brooks Johnson","AL",598,"TE","77",2009,4,1,4
"2385",1024691,"Paulo Henriques","AR",4221,"K","49",2009,0,4,0
"2386",1024693,"Austin Boucher","OH",1797,"QB","73",2009,117,4,30
"2387",1024697,"Justin Bowers","TN",5178,"CB","49",2009,0,4,0
"2388",1024698,"Evan Harris","MD",4759,"OLB","49",2009,3,4,1
"2389",1024700,"Jordan Padgett","GA",6803,"S","49",2009,0,1,0
"2390",1024705,"Erik Finklea","OH",1857,"RB","72",2009,57,3,19
"2391",1024706,"Austin Moore","OH",1795,"ILB","73",2009,0,2,0
"2392",1024708,"Josh Harvey","MO",6716,"OT","49",2009,0,2,0
"2393",1024710,"John Anevski","OH",1770,"OG","73",2009,0,2,0
"2394",1024716,"Anthony Shoemaker","OH",1843,"DE","73",2009,0,2,0
"2395",1024720,"Luke Swift","IN",5048,"WR","49",2009,88,3,30
"2396",1024722,"Joseph Williams","TX",2238,"OG","68",2009,0,2,0
"2397",1024729,"Lamar Miller","FL",120,"RB","81",2009,372,2,186
"2398",1024731,"Olivier Vernon","FL",180,"DE","80",2009,0,3,0
"2399",1024735,"Shayon Green","GA",1733,"DE","73",2009,0,4,0
"2400",1024739,"Cory White","FL",546,"TE","78",2009,1,3,1
"2401",1024746,"Luther Robinson","FL",643,"DT","77",2009,0,3,0
"2402",1024750,"Andrew Maxwell","MI",243,"QB","80",2009,125,4,32
"2403",1024751,"Chris Norman","MI",355,"OLB","79",2009,0,4,0
"2404",1024752,"Dana Dixon","MI",1754,"WR","73",2009,0,2,0
"2405",1024754,"Donald Spencer","MI",504,"WR","78",2009,2,2,1
"2406",1024755,"Kevin Muma","MI",1303,"K","75",2009,0,4,0
"2407",1024760,"Larry Caper","MI",184,"RB","80",2009,179,4,45
"2408",1024761,"Jairus Jones","FL",514,"S","78",2009,0,4,0
"2409",1024764,"Denicos Allen","OH",633,"OLB","77",2009,2,4,1
"2410",1024768,"TyQuan Hammock","IN",1220,"ILB","75",2009,11,3,4
"2411",1024769,"Denzel Drone","FL",2260,"OLB","68",2009,0,4,0
"2412",1024771,"Micajah Reynolds","MI",592,"OG","77",2009,0,3,0
"2413",1024776,"Derek Hoebing","OH",2283,"DE","67",2009,0,1,0
"2414",1024778,"Blake Treadwell","MI",748,"OG","77",2009,0,3,0
"2415",1024779,"Dan France","OH",1670,"DE","73",2009,0,3,0
"2416",1024782,"Teric Jones","MI",513,"RB","78",2009,0,2,0
"2417",1024784,"Denard Robinson","FL",103,"ATH","81",2009,1030,4,258
"2418",1024785,"Kelvin Grady","MI",3995,"RB","49",2007,48,3,16
"2419",1024786,"Vincent Smith","FL",612,"RB","77",2009,272,4,68
"2420",1024794,"Fitzgerald Toussaint","OH",273,"RB","79",2009,418,4,105
"2421",1024795,"Jeremy Gallon","FL",828,"ATH","77",2009,538,4,135
"2422",1024798,"Brendan Gibbons","FL",649,"K","77",2009,0,4,0
"2423",1024807,"Tate Forcier","CA",148,"QB","81",2009,186,2,93
"2424",1024816,"Brandin Hawthorne","FL",469,"OLB","78",2009,0,3,0
"2425",1024817,"William Campbell","MI",343,"OT","79",2009,0,4,0
"2426",1024818,"Michael Schofield","IL",675,"OT","77",2009,0,2,0
"2427",1024823,"Craig Roh","AZ",48,"DE","83",2009,0,4,0
"2428",1024829,"Kenneth Gilstrap","GA",1538,"CB","74",2009,138,5,28
"2429",1024833,"Tavarres Jefferson","TN",2097,"ATH","70",2009,182,5,37
"2430",1024839,"Marquise Dixon","FL",5002,"CB","49",2009,0,2,0
"2431",1024840,"Juno Prudhomm","FL",3894,"S","49",2009,0,4,0
"2432",1024855,"Dearco Nolan","GA",3729,"ILB","49",2009,0,4,0
"2433",1024856,"Jimmy Staten","GA",4957,"DE","49",2009,-1,4,0
"2434",1024857,"Derrek Upshaw","GA",18782,"DT","49",2012,4,3,2
"2435",1024858,"Jadareius Hamlin","GA",4216,"OG","49",2009,0,4,0
"2436",1024867,"Moses Alipate","MN",131,"QB","81",2009,0,1,0
"2437",1024868,"Bryant Allen","MO",321,"ATH","79",2009,55,2,28
"2438",1024875,"Dan Orseske","IL",1291,"K","75",2009,0,3,0
"2439",1024881,"Ed Olson","MN",1700,"OC","73",2009,0,3,0
"2440",1024886,"Jeff Wills","NY",8289,"OT","49",2009,0,2,0
"2441",1024888,"Spencer Reeves","TX",658,"OLB","77",2008,0,4,0
"2442",1024890,"Victor Keise","FL",1393,"WR","74",2009,0,2,0
"2443",1024891,"Ra'Shede Hageman","MN",345,"TE","79",2009,5,4,2
"2444",1024895,"Eric Jacques","FL",3998,"OG","49",2009,0,2,0
"2445",1024896,"Chad Bumphis","MS",121,"ATH","81",2009,529,4,133
"2446",1024898,"Ricco Sanders","SC",194,"WR","80",2009,26,3,9
"2447",1024899,"Dennis Thames","MS",481,"ATH","78",2009,0,1,0
"2448",1024900,"Johnthan Banks","MS",237,"ATH","80",2009,55,4,14
"2449",1024902,"Tyler Russell","MS",847,"QB","77",2009,336,4,84
"2450",1024906,"Brandon Heavens","AL",190,"WR","80",2009,70,4,18
"2451",1024908,"Nickoe Whitley","MS",1833,"S","73",2009,-2,4,0
"2452",1024909,"Sam Williams","MS",4440,"WR","49",2009,5,3,2
"2453",1024911,"Sean Brauchle","MS",7942,"K","49",2009,0,2,0
"2454",1024914,"Baker Swedenburg","MS",535,"K","78",2008,-3,3,-1
"2455",1024934,"Leon Berry","GA",7900,"WR","49",2009,332,2,166
"2456",1024935,"Pernell McPhee","FL",7967,"DE","49",2007,0,2,0
"2457",1024936,"Fletcher Cox","MS",382,"DE","78",2009,-5,3,-1
"2458",1024939,"Pat Patterson","MS",115,"WR","81",2009,21,1,21
"2459",1024941,"Clayton Moore","MS",984,"QB","76",2009,100,1,100
"2460",1024942,"Charles Sawyer","FL",770,"CB","77",2009,7,4,2
"2461",1024944,"Rodney Scott","FL",245,"RB","80",2009,30,2,15
"2462",1024950,"Frank Crawford","FL",420,"S","78",2009,0,4,0
"2463",1024963,"Joel Kight","GA",579,"OLB","77",2009,0,4,0
"2464",1024964,"Logan Clair","OK",8193,"OT","49",2009,0,1,0
"2465",1024967,"Corey Gaines","FL",1235,"DT","75",2009,0,1,0
"2466",1024973,"A.J. Hawkins","GA",6740,"OG","49",2009,0,3,0
"2467",1024977,"Ja-Mes Logan","TX",871,"WR","76",2009,206,4,52
"2468",1024978,"Terrell Grant","MS",1224,"ATH","75",2009,0,1,0
"2469",1024981,"Craig Drummond","IL",100,"DE","81",2009,0,1,0
"2470",1024983,"Andrew Ritter","MS",404,"K","78",2009,0,4,0
"2471",1024987,"Tavon Bolden","TX",708,"S","77",2009,0,1,0
"2472",1024988,"Jarrell Harrison","NV",8007,"S","49",2009,0,2,0
"2473",1024989,"Jaleel Clark","PA",401,"WR","78",2009,7,4,2
"2474",1024991,"Ashton Glaser","AR",875,"QB","76",2009,0,1,0
"2475",1024993,"L'Damian Washington","LA",6930,"WR","49",2009,248,4,62
"2476",1024995,"Donovan Bonner","TX",1703,"S","73",2009,1,4,1
"2477",1024996,"T.J. Moe","MO",924,"ATH","76",2009,440,4,110
"2478",1025007,"Andrew Wilson","MO",1171,"ILB","75",2009,0,4,0
"2479",1025011,"Michael Sam","TX",950,"DE","76",2009,1,4,1
"2480",1025015,"Justin Britt","MO",1154,"OT","75",2009,0,4,0
"2481",1025018,"Mark Hill","MO",4010,"OT","49",2009,0,1,0
"2482",1025024,"Jasper Simmons","FL",1729,"S","67",2007,182,2,91
"2483",1025025,"Kerwin Stricker","MO",1023,"WR","76",2009,0,2,0
"2484",1025027,"Brayden Burnett","TX",1749,"DE","73",2009,3,4,1
"2485",1025030,"Gene Robinson","TN",196,"S","80",2009,0,4,0
"2486",1025032,"A.J. Blue","NC",883,"QB","75",2008,167,4,42
"2487",1025033,"Josh Hunter","NC",534,"S","78",2009,0,1,0
"2488",1025036,"Terry Shankle","NC",328,"CB","79",2009,0,4,0
"2489",1025038,"Mywan Jackson","FL",1581,"ATH","74",2009,1,2,1
"2490",1025039,"Joshua Adams","MA",389,"WR","78",2009,35,2,18
"2491",1025041,"C.J. Feagles","NJ",7580,"K","49",2009,0,2,0
"2492",1025044,"Shane Mularkey","GA",1667,"OLB","73",2009,0,2,0
"2493",1025045,"Curtis Campbell","VA",704,"S","77",2009,0,3,0
"2494",1025051,"David Collins","NC",2179,"OT","69",2009,0,1,0
"2495",1025053,"Jared McAdoo","NC",186,"DT","80",2009,0,1,0
"2496",1025054,"Travis Bond","NC",236,"OT","80",2009,-1,3,0
"2497",1025056,"Jordan Nix","OK",4112,"DT","49",2007,0,3,0
"2498",1025057,"Brennan Williams","MA",606,"OT","77",2009,0,3,0
"2499",1025059,"Jheranie Boyd","NC",56,"WR","83",2009,208,4,52
"2500",1025060,"Erik Highsmith","NC",1294,"ATH","75",2009,297,4,75
"2501",1025061,"Nelson Hurst","IN",1110,"TE","74",2008,19,2,10
"2502",1025063,"Dijon Washington","CA",297,"S","79",2009,0,1,0
"2503",1025064,"Andrew Green","TX",1051,"CB","76",2009,0,4,0
"2504",1025066,"Wil Richards","MO",2684,"S","49",2009,0,3,0
"2505",1025067,"Cody Green","TX",276,"ATH","79",2009,333,4,84
"2506",1025068,"Antonio Bell","FL",965,"WR","75",2008,0,3,0
"2507",1025070,"Rex Burkhead","TX",381,"ATH","78",2009,590,4,148
"2508",1025072,"Dontrayevous Robinson","TX",496,"RB","78",2009,34,2,17
"2509",1025074,"Taylor Martinez","CA",1187,"ATH","75",2009,905,4,227
"2510",1025075,"C.J. Zimmerer","NE",1039,"FB","76",2009,4,2,2
"2511",1025080,"Jake Long","NE",6326,"TE","49",2009,18,4,5
"2512",1025092,"Cole Pensick","NE",1734,"DT","73",2009,0,1,0
"2513",1025097,"Brent Qvale","ND",906,"OT","76",2009,0,2,0
"2514",1025100,"Spencer Long","NE",5024,"DE","49",2009,0,3,0
"2515",1025122,"Andrew Mack","TX",5844,"OG","49",2009,0,1,0
"2516",1025124,"Doug Zismann","AZ",2168,"OC","69",2009,0,3,0
"2517",1025146,"David Fales","CA",1562,"QB","74",2009,538,2,269
"2518",1025148,"Duke Williams","NV",7086,"S","49",2009,36,4,9
"2519",1025151,"Chris Metcalf","CA",207,"OLB","80",2009,0,1,0
"2520",1025152,"Stefphon Jefferson","CA",5620,"RB","49",2009,423,3,141
"2521",1025159,"Joel Bitonio","CA",6409,"OT","49",2009,0,4,0
"2522",1025165,"Sam Foster","CA",3889,"ILB","49",2009,0,3,0
"2523",1025171,"William Bullock","CA",7762,"WR","49",2009,1,1,1
"2524",1025176,"David Quiroga","CA",3747,"S","49",2009,25,4,7
"2525",1025177,"Lorenzo Caldwell","CA",8362,"S","49",2009,0,1,0
"2526",1025179,"Devin Jackson","CA",2627,"CB","62",2009,0,1,0
"2527",1025180,"Marcus Allen","CA",8318,"WR","49",2009,191,2,96
"2528",1025187,"Bryan Bonilla","CA",3018,"DE","49",2009,0,4,0
"2529",1025192,"Ruben Escarsega","TX",3566,"OT","49",2007,0,1,0
"2530",1025197,"Dwayne Barton","MI",8128,"OT","49",2009,0,1,0
"2531",1025199,"Tanner Rust","CA",1604,"QB","74",2009,6,1,6
"2532",1025200,"Donyae Coleman","CA",14545,"WR","49",2010,16,3,6
"2533",1025201,"Ronny Torres","CA",8351,"TE","49",2009,0,1,0
"2534",1025206,"Vincent Federico","CA",8307,"DT","49",2009,0,1,0
"2535",1025208,"Branden Warner","GA",8237,"DT","49",2009,0,2,0
"2536",1025210,"Dejuan Yates","CA",3114,"OT","49",2007,0,2,0
"2537",1025211,"Demond Dennis","GA",578,"RB","77",2009,100,2,50
"2538",1025214,"Kasey Carrier","TX",1551,"RB","74",2009,569,4,143
"2539",1025218,"Dante Caro","NM",5060,"WR","49",2009,66,4,17
"2540",1025219,"Ben Skaer","IL",5008,"K","49",2009,0,4,0
"2541",1025220,"Demarcus Rogers","TN",3080,"CB","49",2009,69,3,23
"2542",1025221,"Dallas Bollema","NM",2248,"OLB","68",2009,0,4,0
"2543",1025224,"Dillon Farrell","LA",3775,"OT","49",2009,0,2,0
"2544",1025230,"Reggie Ellis","DC",660,"DT","77",2008,0,3,0
"2545",1025258,"Jarvis Byrd","FL",1807,"CB","73",2009,0,2,0
"2546",1025261,"Rashard Smith","GA",451,"ATH","78",2009,311,4,78
"2547",1025266,"Jesse Riley","NC",4932,"CB","49",2009,0,1,0
"2548",1025268,"Brandan Bishop","FL",1273,"S","75",2009,0,4,0
"2549",1025272,"Ryan Cheek","OH",941,"ILB","76",2009,6,3,2
"2550",1025276,"Camden Wentz","GA",1189,"OC","75",2009,0,3,0
"2551",1025277,"Brian Slay","VA",478,"DE","78",2009,0,4,0
"2552",1025285,"Asa Watson","SC",2304,"DE","67",2009,38,4,10
"2553",1025286,"Anthony Talbert","OH",7587,"OLB","49",2009,11,2,6
"2554",1025287,"Quintin Payton","SC",683,"WR","77",2009,157,5,32
"2555",1025293,"Sylvester Crawford","NC",876,"DE","76",2009,0,2,0
"2556",1025297,"Jamaal Jackson","LA",7626,"WR","49",2009,283,2,142
"2557",1025302,"Ira Smith","MS",4645,"RB","49",2007,89,2,45
"2558",1025303,"Hilbert Jackson","TX",5088,"CB","49",2009,0,4,0
"2559",1025309,"Will Atterberry","TX",6513,"K","49",2009,0,4,0
"2560",1025315,"Daniel Prior","TX",4124,"ILB","49",2009,1,4,1
"2561",1025321,"Derek Thompson","TX",5253,"QB","49",2009,441,5,89
"2562",1025328,"Tyler Stradford","LA",724,"WR","75",2007,36,2,18
"2563",1025330,"Kelvin Jackson","MS",7944,"DT","49",2009,0,2,0
"2564",1025331,"LaChris Anyiam","TX",1624,"DE","74",2009,0,2,0
"2565",1025332,"John Weber","LA",8299,"DE","49",2009,0,2,0
"2566",1025336,"Kevin Steed","GA",3196,"TE","49",2009,28,3,10
"2567",1025337,"Kolton Browning","TX",4098,"QB","49",2009,874,4,219
"2568",1025341,"Isaiah Newsome","MS",6496,"RB","49",2009,20,5,4
"2569",1025343,"Drew Bernhardy","NV",5260,"RB","49",2007,0,1,0
"2570",1025344,"Cameron Blakes","LA",1975,"OLB","72",2009,0,5,0
