"Name","Hometown","Position","Stars","Grade","School"
"Branden SmithVideo | Scouts Report","Atlanta, GABooker T. Washington High School","#4 CB","","83","Signed"
"Tyler StocktonVideo | Scouts Report","Princeton, NJThe Hun School Of Princeton","#3 DT","","83","Signed"
"Dorian BellVideo | Scouts Report","Monroeville, PAGateway High School","#4 OLB","","83","Signed"
"Eric FieldsVideo | Scouts Report","Warner Robins, GA","#5 OLB","","83","List"
"Xavier Su'a-FiloVideo | Scouts Report","Pleasant Grove, UTTimpview High School","#3 OT","","83","Signed"
"Christine MichaelVideo | Scouts Report","Beaumont, TXWest Brook Senior High School","#4 RB","","83","Signed"
"A.J. McCarronVideo | Scouts Report","Mobile, ALSaint Paul's Episcopal School","#4 QB","","83","Signed"
"Morrell PresleyVideo | Scouts Report","Carson, CACarson High School","#1 TE","","83","Signed"
"Darren Myles Jr.Video | Scouts Report","Atlanta, GACarver High School","#5 S","","83","Signed"
"Joshua DownsVideo | Scouts Report","Bastrop, LABastrop High School","#4 DT","","83","Signed"
"Shaquelle EvansVideo | Scouts Report","Inglewood, CAInglewood High School","#4 WR","","83","Signed"
"John MartinezVideo | Scouts Report","Salt Lake City, UTCottonwood High School","#1 OG","","83","Signed"
"Damario JefferyVideo | Scouts Report","Columbia, SCColumbia High School","#6 S","","83","Signed"
"Kevin GrafVideo | Scouts Report","Agoura, CAAgoura High School","#4 OT","","83","Signed"
"Demonte McAllisterVideo | Scouts Report","Tampa, FLAlonso High School","#3 DE","","83","Signed"
"Randall CarrollVideo | Scouts Report","Los Angeles, CACathedral High School","#5 WR","","83","Signed"
"Austin LongVideo | Scouts Report","Memphis, TNBriarcrest Christian High School","#5 OT","","83","Signed"
"Craig RohVideo | Scouts Report","Scottsdale, AZChaparral High School","#4 DE","","83","Signed"
"Morgan MosesVideo | Scouts Report","Richmond, VAMeadowbrook High School","#6 OT","","83","Signed"
"David WilsonVideo | Scouts Report","Danville, VAGeorge Washington High School","#5 RB","","83","Signed"
"Xavier NixonVideo | Scouts Report","Fayetteville, NCJack Britt High School","#7 OT","","83","Signed"
"Prince KentVideo | Scouts Report","Norcross, GANorcross High School","#5 CB","","83","Signed"
"Jarvis GilesVideo | Scouts Report","Tampa, FLGaither High School","#6 RB","","83","Signed"
"Corey AdamsVideo | Scouts Report","Scottsdale, AZSaguaro High School","#5 DT","","83","Signed"
"Jamarkus McFarlandVideo | Scouts Report","Lufkin, TXLufkin High School","#6 DT","","83","Signed"
"Jheranie BoydVideo | Scouts Report","Gastonia, NCAshbrook High School","#6 WR","","83","Signed"
"Chris DavenportVideo | Scouts Report","Mansfield, LAMansfield High School","#7 DT","","83","Signed"
"Chris BurnetteVideo | Scouts Report","LaGrange, GATroup County Comprehensive High Sch","#2 OG","","82","Signed"
"Tajh BoydVideo | Scouts Report","Hampton, VAPhoebus High School","#5 QB","","82","Signed"
"Jarvis JonesVideo | Scouts Report","Columbus, GACarver High School","#6 OLB","","82","Signed"
"Nick AlajajianVideo | Scouts Report","Naples, FLNaples High School","#3 OG","","82","Signed"
"Darrell GivensVideo | Scouts Report","Indian Head, MDLackey High School","#6 CB","","82","Signed"
"Brandon McGeeVideo | Scouts Report","Fort Lauderdale, FLPlantation High School","#2 ATH","","82","Signed"
"Montrell ConnerVideo | Scouts Report","Monroe, LAOuachita Parish High School","#7 RB","","82","Signed"
"Ryne GiddinsVideo | Scouts Report","Seffner, FLArmwood High School","#5 DE","","82","Signed"
"Kendall KellyVideo | Scouts Report","Gadsden, ALGadsden High School","#7 WR","","82","Signed"
"Washaun EaleyVideo | Scouts Report","Twin City, GAEmanuel County Institute","#8 RB","","82","Signed"
"Je'Ron StokesVideo | Scouts Report","Philadelphia, PANortheast High School","#8 WR","","82","Signed"
"Chris WattVideo | Scouts Report","Glen Ellyn, ILGlenbard West High School","#4 OG","","82","Signed"
"David BarrentVideo | Scouts Report","Clive, IAValley High School","#8 OT","","82","Signed"
"Byron Moore Jr.Video | Scouts Report","Harbor City, CANarbonne High School","#3 ATH","","82","Signed"
"Gerald DempsVideo | Scouts Report","Valdosta, GALowndes High School","#7 S","","82","Signed"
"Chris WhaleyVideo | Scouts Report","Madisonville, TXMadisonville High School","#9 RB","","82","Signed"
"Bryce McNealVideo | Scouts Report","Minneapolis, MNBreck School","#9 WR","","82","Signed"
"Eric ShriveVideo | Scouts Report","Scranton, PAWest Scranton High School","#9 OT","","82","Signed"
"Steve WilliamsVideo | Scouts Report","Dallas, TXSkyline High School","#7 CB","","82","Signed"
"Darius JonesVideo | Scouts Report","Marshall, TXMarshall High School","#4 ATH","","82","Signed"
"Thomas AshcraftVideo | Scouts Report","Cedar Hill, TXCedar Hill High School","#5 OG","","82","Signed"
"Marcus DavisVideo | Scouts Report","League City, TXClear Creek High","#8 CB","","82","Signed"
"Jamal ReidVideo | Scouts Report","Mayo, FLLafayette High School","#5 ATH","","82","Signed"
"Gabe LynnVideo | Scouts Report","Jenks, OKJenks High School","#8 S","","82","Signed"
"Quinton WashingtonVideo | Scouts Report","Saint Stephen, SCTimberland High School","#6 OG","","82","Signed"
"Janzen JacksonVideo | Scouts Report","Lake Charles, LABarbe High School","#9 CB","","82","Signed"
"Ronnell LewisVideo | Scouts Report","Dewar, OKDewar High School","#7 OLB","","82","Signed"
"Chris PayneVideo | Scouts Report","Columbia, SCColumbia High School","#9 S","","82","Signed"
"Tom WortVideo | Scouts Report","New Braunfels, TXNew Braunfels High School","#3 ILB","","82","Signed"
"Donte MossVideo | Scouts Report","Jacksonville, NCNorthside High School","#6 DE","","82","Signed"
"Terry HawthorneVideo | Scouts Report","East Saint Louis, ILEast St. Louis High School","#10 WR","","82","Signed"
"C.J. BarnettVideo | Scouts Report","Clayton, OHNorthmont Senior High School","#10 CB","","82","Signed"
"Donavan TateVideo | Scouts Report","Cartersville, GACartersville High School","#6 ATH","","82","Signed"
"Zaccheus MasonVideo | Scouts Report","Nashville, TNChrist Presbyterian Academy","#2 TE","","82","Signed"
"T.J. McDonaldVideo | Scouts Report","Fresno, CAEdison High School","#10 S","","81","Signed"
"Bryn RennerVideo | Scouts Report","Lorton, VAWest Springfield High School","#6 QB","","81","Signed"
"Barrett MatthewsVideo | Scouts Report","Houston, TXNorth Shore High School","#3 TE","","81","Signed"
"Isaiah BellVideo | Scouts Report","Youngstown, OHLiberty High School","#11 S","","81","Signed"
"Richard BrehautVideo | Scouts Report","Rancho Cucamonga, CALos Osos High School","#7 QB","","81","Signed"
"DeAngelo BentonVideo | Scouts Report","Bastrop, LABastrop High School","WR(LQ)","","81","Signed"
"Rolando JeffersonVideo | Scouts Report","Fresno, CAEdison High School","#11 WR","","81","List"
"Eugene SmithVideo | Scouts Report","Miramar, FLMiramar High School","#8 QB","","81","Signed"
"Craig DrummondVideo | Scouts Report","Chicago, ILMorgan Park High School","#7 DE","","81","Signed"
"Jamie WoodVideo | Scouts Report","Pickerington, OHPickerington Central High School","#12 S","","81","Signed"
"Justin ChaissonVideo | Scouts Report","Las Vegas, NVBishop Gorman High School","#8 DE","","81","Signed"
"Denard RobinsonVideo | Scouts Report","Deerfield Beach, FLDeerfield Beach High School","#7 ATH","","81","Signed"
"Alshon JefferyVideo | Scouts Report","Saint Matthews, SCCalhoun County High School","#12 WR","","81","Signed"
"Logan ThomasVideo | Scouts Report","Lynchburg, VABrookville High School","#8 ATH","","81","Signed"
"Michael FordVideo | Scouts Report","Leesville, LALeesville High School","#10 RB","","81","Signed"
"Kevin BrentVideo | Scouts Report","Dallas, TXSouth Oak Cliff High","#13 S","","81","Signed"
"Stavion LoweVideo | Scouts Report","Brownwood, TXBrownwood High School","#7 OG","","81","Signed"
"Sheldon RichardsonVideo | Scouts Report","Saint Louis, MOGateway Inst. Of Technology H. S.","#8 DT","","81","Signed"
"Jon BosticVideo | Scouts Report","Wellington, FLPalm Beach Central High School","#8 OLB","","81","Signed"
"Zach MartinVideo | Scouts Report","Indianapolis, INBishop Chatard High School","#10 OT","","81","Signed"
"Tana PatrickVideo | Scouts Report","Stevenson, ALNorth Jackson High School","#9 OLB","","81","Signed"
"Nu'Keese RichardsonVideo | Scouts Report","Pahokee, FLPahokee High School","#13 WR","","81","Signed"
"Edwin BakerVideo | Scouts Report","Oak Park, MIOak Park High School","#11 RB","","81","Signed"
"Pat PattersonVideo | Scouts Report","Macon, MSNoxubee County High School","#14 WR","","81","Signed"
"Patrick HallVideo | Scouts Report","Ventura, CASaint Bonaventure High School","#9 ATH","","81","Signed"
"Kraig AppletonVideo | Scouts Report","East Saint Louis, ILEast St. Louis High School","#15 WR","","81","Signed"
"Keenan DavisVideo | Scouts Report","Cedar Rapids, IAWashington Senior High School","#16 WR","","81","Signed"
"Jamal PattersonVideo | Scouts Report","McDonough, GAHenry County High School","#17 WR","","81","Signed"
"Lamar MillerVideo | Scouts Report","Miami, FLMiami Killian High School","#12 RB","","81","Signed"
"Chad BumphisVideo | Scouts Report","Tupelo, MSTupelo High School","#10 ATH","","81","Signed"
"Malliciah GoodmanVideo | Scouts Report","Florence, SCWest Florence High School","#9 DE","","81","Signed"
"Tariq AllenVideo | Scouts Report","Irving, TXMacArthur High School","#4 ILB","","81","Signed"
"Cierre WoodVideo | Scouts Report","Oxnard, CASanta Clara High School","#11 ATH","","81","Signed"
"Zach MettenbergerVideo | Scouts Report","Watkinsville, GAOconee County High School","#9 QB","","81","Signed"
"Melvin FellowsVideo | Scouts Report","Garfield Heights, OHGarfield Heights High School","#10 DE","","81","Signed"
"Tom SavageVideo | Scouts Report","Philadelphia, PACardinal O'Hara High School","#10 QB","","81","Signed"
"Jack MewhortVideo | Scouts Report","Toledo, OHSaint John's High School","#2 OC","","81","Signed"
"Kerry MurphyVideo | Scouts Report","Hoover, ALHoover High School","DT(LQ)","","81","Signed"
"David OkuVideo | Scouts Report","Lincoln, NELincoln East High School","#13 RB","","81","Signed"
"Moses AlipateVideo | Scouts Report","Bloomington, MNJefferson High School","#11 QB","","81","Signed"
"Mike GillisleeVideo | Scouts Report","DeLand, FLDeLand High School","#14 RB","","81","Signed"
"Dexter MoodyVideo | Scouts Report","Twin City, GAEmanuel County Institute","#10 OLB","","81","Signed"
"Duron CarterVideo | Scouts Report","Fort Lauderdale, FLSaint Thomas Aquinas High School","#18 WR","","81","Signed"
"Drayton CalhounVideo | Scouts Report","Tucker, GATucker High School","#12 ATH","","81","Signed"
"Kevin MinterVideo | Scouts Report","Suwanee, GAPeachtree Ridge High School","#11 OLB","","81","Signed"
"Antwan LoweryVideo | Scouts Report","Miami, FLChristopher Columbus High School","#9 DT","","81","Signed"
"E.J. BanksVideo | Scouts Report","Mckees Rocks, PAMontour High School","#13 ATH","","81","Signed"
"Cliff HarrisVideo | Scouts Report","Fresno, CAEdison High School","#11 CB","","81","Signed"
"Josh NunesVideo | Scouts Report","Upland, CAUpland High School","#12 QB","","81","Signed"
"Dexter PrattVideo | Scouts Report","Navasota, TXNavasota High School","#15 RB","","81","Signed"
"D.J. AdamsVideo | Scouts Report","Norcross, GANorcross High School","#16 RB","","81","Signed"
"J.K. JayVideo | Scouts Report","Greenville, SCChrist Church Episcopal High","#11 OT","","81","Signed"
"Toby JacksonVideo | Scouts Report","Griffin, GAHargrave Military Academy","DE(POST)","","81","List"
"Jordan ReedVideo | Scouts Report","New London, CTNew London High School","#13 QB","","81","Signed"
"Petey SmithVideo | Scouts Report","Seffner, FLArmwood High School","#5 ILB","","81","Signed"
"Eddie LacyVideo | Scouts Report","Geismar, LADutchtown High School","#17 RB","","81","Signed"
"Tate ForcierVideo | Scouts Report","San Diego, CAScripps Ranch High School","#14 QB","","81","Signed"
"Dyron DyeVideo | Scouts Report","Sanford, FLSeminole High School","#11 DE","","81","Signed"
"Morgan NewtonVideo | Scouts Report","Carmel, INCarmel High School","#15 QB","","81","Signed"
"Jerod AskewVideo | Scouts Report","Chesapeake, VAOscar Frommel Smith High School","#12 OLB","","81","Signed"
"Taylor LewanVideo | Scouts Report","Scottsdale, AZChaparral High School","#12 OT","","80","Signed"
"Alex OkaforVideo | Scouts Report","Pflugerville, TXPflugerville High School","#12 DE","","80","Signed"
"Willie DownsVideo | Scouts Report","Tallahassee, FLGodby High School","#14 ATH","","80","Signed"
"Corey BrownVideo | Scouts Report","Monroeville, PAGateway High School","#15 ATH","","80","Signed"
"Kevin NewsomeVideo | Scouts Report","Chesapeake, VAHargrave Military Academy","#15 ATH","","80","Signed"
"Kendrick HardyVideo | Scouts Report","Monticello, MSLawrence County High School","#18 RB","","80","Signed"
"Victor MarcVideo | Scouts Report","Hallandale Beach, FLHallandale High School","#19 RB","","80","Signed"
"Logan HeastieVideo | Scouts Report","Chesapeake, VAGreat Bridge High School","#19 WR","","80","Signed"
"Marcus HallVideo | Scouts Report","Cleveland, OHGlenville High School","#13 OT","","80","Signed"
"Chris BondsVideo | Scouts Report","Columbia, SCRichland Northeast High School","#10 DT","","80","Signed"
"Jon BudmayrVideo | Scouts Report","Woodstock, ILMarian Central Catholic High","#16 QB","","80","Signed"
"Mark BrazinskiVideo | Scouts Report","Basking Ridge, NJImmaculata High School","#3 OC","","80","Signed"
"Theron NormanVideo | Scouts Report","Richmond, VAHermitage High School","#17 ATH","","80","Signed"
"David GordonVideo | Scouts Report","Tulsa, OKEast Central High School","#12 CB","","80","Signed"
"Dustin HopkinsVideo | Scouts Report","Houston, TXClear Lake High School","#1 K","","80","Signed"
"Anthony LaLotaVideo | Scouts Report","Princeton, NJThe Hun School Of Princeton","#13 DE","","80","Signed"
"Will JacksonVideo | Scouts Report","Knoxville, TNFarragut High School","#8 OG","","80","Signed"
"Travante StallworthVideo | Scouts Report","Leesville, LALeesville High School","#18 ATH","","80","Signed"
"D.J. SwearingerVideo | Scouts Report","Greenwood, SCGreenwood High School","#14 S","","80","Signed"
"Terry AllettoVideo | Scouts Report","Parker, COPonderosa High School","#4 OC","","80","Signed"
"Jamil  MerrellVideo | Scouts Report","Newark, DEPaul M. Hodgson Voc-Tech H.S.","#14 DE","","80","Signed"
"Justin GreenVideo | Scouts Report","Louisville, KYLouisville Male High School","#19 ATH","","80","Signed"
"Rodney SmithVideo | Scouts Report","Miami, FLArchbishop Carroll High School","#20 WR","","80","Signed"
"Brian SchwenkeVideo | Scouts Report","Oceanside, CAOceanside High School","#9 OG","","80","Signed"
"Terrence ColemanVideo | Scouts Report","Mobile, ALLillie B. Williamson High School","#15 DE","","80","Signed"
"Knile DavisVideo | Scouts Report","Missouri City, TXThurgood Marshall High School","#20 RB","","80","Signed"
"Lamar ScruggsVideo | Scouts Report","Neptune Beach, FLFletcher Senior High School","#21 WR","","80","Signed"
"Justin BrownVideo | Scouts Report","Wilmington, DEConcord High School","#22 WR","","80","Signed"
"Olivier VernonVideo | Scouts Report","Miami, FLAmerican High School","#16 DE","","80","Signed"
"David SimsVideo | Scouts Report","Saint Matthews, SCCalhoun County High School","#20 ATH","","80","Signed"
"Jamar TravisVideo | Scouts Report","East Brewton, ALW. S. Neal High School","#11 DT","","80","Signed"
"Ricardo DixonVideo | Scouts Report","Hallandale Beach, FLHallandale High School","#13 CB","","80","Signed"
"Larry CaperVideo | Scouts Report","Battle Creek, MIBattle Creek Central High School","#21 RB","","80","Signed"
"De'von FlournoyVideo | Scouts Report","Van Nuys, CABirmingham High School","#23 WR","","80","Signed"
"Jared McAdooVideo | Scouts Report","Chapel Hill, NCChapel Hill High School","#12 DT","","80","Signed"
"Brandon MahoneyVideo | Scouts Report","Keller, TXFossil Ridge High School","#13 OLB","","80","Signed"
"Bradley BattlesVideo | Scouts Report","Marianna, FLMarianna High School","#22 RB","","80","Signed"
"Marquise GoodwinVideo | Scouts Report","Rowlett, TXRowlett High School","#24 WR","","80","List"
"Brandon HeavensVideo | Scouts Report","Bessemer, ALBessemer Academy","#25 WR","","80","Signed"
"Tevin McCaskillVideo | Scouts Report","Miami, FLMiami Northwestern High School","#15 S","","80","List"
"Calvin HowellVideo | Scouts Report","San Antonio, TXEarl Warren High School","#13 DT","","80","Signed"
"Justin TurnerVideo | Scouts Report","Massillon, OHWashington High School","#21 ATH","","80","Signed"
"Ricco SandersVideo | Scouts Report","Duncan, SCJames Byrnes High School","#26 WR","","80","Signed"
"Josh EvansVideo | Scouts Report","Irvington, NJIrvington High School","#22 ATH","","80","Signed"
"Gene RobinsonVideo | Scouts Report","Memphis, TNWhitehaven High School","#16 S","","80","Signed"
"Jemari RobertsVideo | Scouts Report","Long Beach, CAWoodrow Wilson High School","#27 WR","","80","Signed"
"Josh BoyceVideo | Scouts Report","Copperas Cove, TXCopperas Cove High School","#28 WR","","80","Signed"
"Travis ReynoldsVideo | Scouts Report","Fort Lauderdale, FLBoyd Anderson High School","#29 WR","","80","Signed"
"Nick KasaVideo | Scouts Report","Broomfield, COLegacy High School","#17 DE","","80","Signed"
"Travis HawkinsVideo | Scouts Report","Gaithersburg, MDQuince Orchard High School","#14 CB","","80","Signed"
"Logan RyanVideo | Scouts Report","Voorhees, NJEastern High School","#15 CB","","80","Signed"
"Todd ThomasVideo | Scouts Report","Beaver Falls, PABeaver Falls High School","#23 ATH","","80","Signed"
"Brandon JenkinsVideo | Scouts Report","Tallahassee, FLFlorida High School","#18 DE","","80","Signed"
"Desmond ScottVideo | Scouts Report","Durham, NCHillside High School","#23 RB","","80","Signed"
"Jonathan AtchisonVideo | Scouts Report","Atlanta, GADouglass High School","#14 OLB","","80","Signed"
"Chris MetcalfVideo | Scouts Report","Compton, CACompton High School","#15 OLB","","80","Signed"
"Gerald HodgesVideo | Scouts Report","Paulsboro, NJPaulsboro High School","#17 S","","80","Signed"
"Colby BernaVideo | Scouts Report","Fayetteville, ARFayetteville High School","#10 OG","","80","Signed"
"Jacob KaramVideo | Scouts Report","Friendswood, TXFriendswood High School","#17 QB","","80","Signed"
"Edward NuckolsVideo | Scouts Report","San Marcos, CAMission Hills High School","#14 DT","","80","Signed"
"Shayne SkovVideo | Scouts Report","Pawling, NYTrinity Pawling School","#16 OLB","","80","Signed"
"Anthony  FeraVideo | Scouts Report","Houston, TXSt. Pius X High School","#2 K","","80","Signed"
"Joey FontanaVideo | Scouts Report","New Orleans, LABrother Martin High School","#14 OT","","80","Signed"
"Alex LoganVideo | Scouts Report","Denver, COJ. K. Mullen High School","#18 S","","80","Signed"
"Mohamed SanuVideo | Scouts Report","South Brunswick, NJSouth Brunswick High School","#18 S","","80","Signed"
"Deandre ColemanVideo | Scouts Report","Seattle, WAGarfield High School","#15 DT","","80","Signed"
"John SimonVideo | Scouts Report","Youngstown, OHCardinal Mooney High School","#16 DT","","80","Signed"
"Damien ThigpenVideo | Scouts Report","Manassas, VAStonewall Jackson High School","#24 ATH","","80","Signed"
"William MingVideo | Scouts Report","Athens, ALAthens High School","#19 DE","","80","Signed"
"Jeff FantuzziVideo | Scouts Report","Macomb, MIDakota High School","#15 OT","","80","Signed"
"Michael DobsonVideo | Scouts Report","Mount Airy, NCMount Airy High School","#25 ATH","","80","Signed"
"Lanford  CollinsVideo | Scouts Report","Stafford, VABrooke Point High School","#20 DE","","80","Signed"
"D.J. HunterVideo | Scouts Report","Middletown, OHMiddletown High School","#20 S","","80","List"
"Kody KoebenskyVideo | Scouts Report","Scottsdale, AZSaguaro High School","#11 OG","","80","Signed"
"Lendell BucknerVideo | Scouts Report","Chicago, ILLeo High School","#17 DT","","80","Signed"
"Jon LechnerVideo | Scouts Report","Omaha, NECreighton Prep High School","#16 OT","","80","Signed"
"Morris ClaiborneVideo | Scouts Report","Shreveport, LAFair Park High School","#26 ATH","","80","Signed"
"Tyler DippelVideo | Scouts Report","Slinger, WIUnion High School","#1 FB","","80","Signed"
"Chris HendersonVideo | Scouts Report","Dallas, TXCarter High School","#18 DT","","80","Signed"
"Cornellius CarradineVideo | Scouts Report","Cincinnati, OHRobert A. Taft High School","#21 DE","","80","Committed"
"Vladimir EmilienVideo | Scouts Report","Fort Lauderdale, FLPlantation High School","#21 S","","80","Signed"
"Mike MarrowVideo | Scouts Report","Toledo, OHCentral Catholic High School","#2 FB","","80","Signed"
"Corey LinsleyVideo | Scouts Report","Youngstown, OHBoardman High School","#12 OG","","80","Signed"
"Curtis  PorterVideo | Scouts Report","Charlotte, NCVictory Christian High School","#19 DT","","80","Signed"
"Travis BondVideo | Scouts Report","Windsor, NCBertie High School","#17 OT","","80","Signed"
"Johnthan BanksVideo | Scouts Report","Maben, MSEast Webster High School","#27 ATH","","80","Signed"
"Malcolm JohnsonVideo | Scouts Report","Bartow, FLHargrave Military Academy","WR(POST)","","80","Committed"
"Dexter McDougleVideo | Scouts Report","Stafford, VAStafford High School","#28 ATH","","80","Signed"
"Dontae AycockVideo | Scouts Report","Tampa, FLChamberlain High School","#28 ATH","","80","Signed"
"Jawanza StarlingVideo | Scouts Report","Tallahassee, FLLincoln High School","#22 S","","80","Signed"
"Ed StinsonVideo | Scouts Report","Homestead, FLSouth Dade High School","#22 DE","","80","Signed"
"Andrew MaxwellVideo | Scouts Report","Midland, MIMidland High School","#18 QB","","80","Signed"
"Abry JonesVideo | Scouts Report","Warner Robins, GA","#22 DE","","80","Signed"
"Rodney ScottVideo | Scouts Report","Cross City, FLDixie County High School","#24 RB","","80","Signed"
"Eryon BarnettVideo | Scouts Report","Euless, TXTrinity High School","#16 CB","","79","Signed"
"Roderick McDowellVideo | Scouts Report","Sumter, SCSumter High School","#25 RB","","79","Signed"
"James JacksonVideo | Scouts Report","Grand Ledge, MIGrand Ledge High School","#30 WR","","79","Signed"
"Michael BrockersVideo | Scouts Report","Houston, TXCesar E. Chavez High School","#24 DE","","79","Signed"
"Duane ChisholmVideo | Scouts Report","Beaufort, SCBeaufort High School","#25 DE","","79","Signed"
"Willie FerrellVideo | Scouts Report","Tallahassee, FLFlorida A&M Developmental Research School","#6 ILB","","79","List"
"Darrington SentimoreVideo | Scouts Report","Destrehan, LADestrehan High School","#20 DT","","79","Signed"
"Michael GilliardVideo | Scouts Report","Valdosta, GAValdosta High School","#17 OLB","","79","Signed"
"Jeremy SmithVideo | Scouts Report","Tulsa, OKTulsa Union High School","#26 RB","","79","Signed"
"John DrewVideo | Scouts Report","Columbus, GA","#21 DT","","79","Signed"
"Eric SmileyVideo | Scouts Report","West Helena, ARWest Helena Central High School","#22 DT","","79","Signed"
"Patrick WardVideo | Scouts Report","New Lenox, ILProvidence Catholic High School","#18 OT","","79","Signed"
"Raynard RandolphVideo | Scouts Report","Brandywine, MDGwynn Park High School","#23 DT","","79","Signed"
"Thomas FergusonVideo | Scouts Report","Grand Prairie, TXSouth Grand Prairie High School","#23 S","","79","Signed"
"Robert NelsonVideo | Scouts Report","Stone Mountain, GAStone Mountain High School","#18 OLB","","79","Signed"
"Billy SandersVideo | Scouts Report","Coeur D'Alene, IDLake City High School","#26 DE","","79","Signed"
"Richard WilsonVideo | Scouts Report","Spanish Fork, UTSpanish Fork High School","#4 TE","","79","Signed"
"Tim SmithVideo | Scouts Report","Chesapeake, VAOscar Frommel Smith High School","#31 WR","","79","Signed"
"LaAdrian WaddleVideo | Scouts Report","Columbus, TXColumbus High School","#19 OT","","79","Signed"
"J.C. LanierVideo | Scouts Report","Twin City, GAEmanuel County Institute","#24 DT","","79","Signed"
"Dion SimsVideo | Scouts Report","Orchard Lake, MISaint Mary's Prep School","#5 TE","","79","Signed"
"James BoydVideo | Scouts Report","Los Angeles, CADavid Starr Jordan High School","#27 DE","","79","Signed"
"Jordan LoveVideo | Scouts Report","Glen Allen, VADeep Run High School","#30 ATH","","79","Signed"
"Daniel CampbellVideo | Scouts Report","Houston, TXHargrave Military Academy","#20 OT","","79","List"
"Adam HallVideo | Scouts Report","Tucson, AZPalo Verde High School","#31 ATH","","79","Signed"
"Philip LutzenkirchenVideo | Scouts Report","Marietta, GALassiter High School","#6 TE","","79","Signed"
"Trabis WardVideo | Scouts Report","Fort Lauderdale, FLDillard High School","#27 RB","","79","List"
"Fitzgerald ToussaintVideo | Scouts Report","Youngstown, OHLiberty High School","#28 RB","","79","Signed"
"Michael CarterVideo | Scouts Report","Pompano Beach, FLBlanche Ely High School","#17 CB","","79","Signed"
"Jonathon MillerVideo | Scouts Report","Garland, TXNaaman Forest High School","#29 RB","","79","Signed"
"Cody GreenVideo | Scouts Report","Dayton, TXDayton High School","#32 ATH","","79","Signed"
"Lonnie PryorVideo | Scouts Report","Okeechobee, FLOkeechobee High School","#30 RB","","79","Signed"
"Luke KuechlyVideo | Scouts Report","Cincinnati, OHSaint Xavier High School","#19 OLB","","79","Signed"
"Carlos HydeVideo | Scouts Report","Naples, FLNaples High School","#31 RB","","79","Signed"
"Kayvon WebsterVideo | Scouts Report","Miami, FLPace High School","#33 ATH","","79","Signed"
"Lance RayVideo | Scouts Report","Havana, FLEast Gadsden High School","#34 ATH","","79","Signed"
