Rank,Full Name,Last Name,First Name,Position,Grade
109,Drew Lock,Lock,Drew,QB,83
110,Sterling Johnson,Johnson,Sterling,DT,83
111,Hale Hentges,Hentges,Hale,TE,83
112,Kyle Shurmur,Shurmur,Kyle,QB,83
113,Chris Clark,Clark,Chris,TE,83
114,Devonaire Clarington,Clarington,Devonaire,TE,83
115,Andrew Butcher,Butcher,Andrew,DE,83
116,Mark Walton,Walton,Mark,RB,83
117,Sam Darnold,Darnold,Sam,QB,83
118,Noah Green,Green,Noah,OT,83
119,Alvin Kamara,Kamara,Alvin,RB,83
120,Garrett Williams,Williams,Garrett,TE,83
121,Zach Gentry,Gentry,Zach,QB,83
122,Derrick Dillon,Dillon,Derrick,ATH,83
123,James Lockhart,Lockhart,James,DE,83
124,Nick Brossette,Brossette,Nick,RB,83
125,DeChaun Holiday,Holiday,DeChaun,CB,83
126,Natrez Patrick,Patrick,Natrez,DE,83
127,Ricky Town,Town,Ricky,QB,83
128,Sterling Jenkins,Jenkins,Sterling,OT,83
129,Dexter Wideman,Wideman,Dexter,DT,83
130,Jovon Durante,Durante,Jovon,WR,83
131,Chauncey Rivers,Rivers,Chauncey,DE,83
132,Jamel Dean,Dean,Jamel,CB,83
133,Ryan Bates,Bates,Ryan,OT,83
134,Cordell Broadus,Broadus,Cordell,WR,83
135,Tristen Hoge,Hoge,Tristen,OC,83
136,Ricky DeBerry,DeBerry,Ricky,DE,83
137,Shawn Burgess-Becker,Burgess-Becker,Shawn,S,83
138,Austin Bryant,Bryant,Austin,DE,83
139,Devonte Fields,Fields,Devonte,DE,83
140,Jordan Scarlett,Scarlett,Jordan,RB,83
141,Clelin Ferrell,Ferrell,Clelin,DE,83
142,Isaiah Langley,Langley,Isaiah,ATH,83
143,Christian Pellage,Pellage,Christian,OT,83
144,Garrett Taylor,Taylor,Garrett,CB,83
145,Mike Weber,Weber,Mike,RB,83
146,D.J. Jones,Jones,D.J.,DT,83
147,Jacob Daniel,Daniel,Jacob,DT,82
148,Jordan Whitehead,Whitehead,Jordan,CB,82
149,Kanya Bell,Bell,Kanya,WR,82
150,Eric Lee,Lee,Eric,CB,82
151,Ty'Son Williams,Williams,Ty'Son,RB,82
152,Kirk Merritt,Merritt,Kirk,ATH,82
153,Tommy Hatton,Hatton,Tommy,OC,82
154,Brian Cole,Cole,Brian,ATH,82
155,Toby Weathersby,Weathersby,Toby,OG,82
156,Xavier Lewis,Lewis,Xavier,CB,82
157,Richie Petitbon,Petitbon,Richie,OG,82
158,Holton Hill,Hill,Holton,CB,82
159,De'Quan Hampton,Hampton,De'Quan,WR,82
160,K.J. Hill,Hill,K.J.,WR,82
161,Larry Pryor Jr.,Pryor Jr.,Larry,S,82
162,Nyheim Hines,Hines,Nyheim,RB,82
163,Jayson Stanley,Stanley,Jayson,WR,82
164,Ray-Ray McCloud III,McCloud III,Ray-Ray,ATH,82
165,Tyler Jordan,Jordan,Tyler,OC,82
166,Marquavius Lewis,Lewis,Marquavius,DE,82
167,Marcus Lewis,Lewis,Marcus,S,82
168,Trent Irwin,Irwin,Trent,WR,82
169,Dre'Mont Jones,Jones,Dre'Mont,DE,82
170,Jahvoni Simmons,Simmons,Jahvoni,ILB,82
171,Mark Fields II,Fields II,Mark,CB,82
172,Rico McGraw,McGraw,Rico,S,82
173,Neville Gallimore,Gallimore,Neville,DT,82
174,Van Jefferson,Jefferson,Van,WR,82
175,Donald Gray,Gray,Donald,WR,82
176,Albert Huggins,Huggins,Albert,DT,82
177,Kendrick Norton,Norton,Kendrick,OG,82
178,Shaun Crawford,Crawford,Shaun,ATH,82
179,Martinas Rankin,Rankin,Martinas,OT,82
180,Darvin Taylor II,Taylor II,Darvin,DT,82
181,Joshua McMillon,McMillon,Joshua,ILB,82
182,Joseph Wicker,Wicker,Joseph,DT,82
183,Tony Bridges,Bridges,Tony,CB,82
184,Camion Patrick,Patrick,Camion,WR,82
185,John Reid,Reid,John,CB,82
186,Davon Durant,Durant,Davon,OLB,82
187,Traveon Samuel,Samuel,Traveon,ATH,82
188,Marquise Overton,Overton,Marquise,DT,82
189,Donte Jackson,Jackson,Donte,ATH,82
190,Andre James,James,Andre,OT,82
191,Stanley Norman,Norman,Stanley,CB,82
192,Kemah Siverand,Siverand,Kemah,WR,82
193,Chris Carson,Carson,Chris,RB,82
194,Thomas Toki,Toki,Thomas,DT,82
195,Jaquan Johnson,Johnson,Jaquan,ATH,82
196,Carlos Strickland,Strickland,Carlos,WR,82
197,Eric Swinney,Swinney,Eric,RB,82
198,Dante Sawyer,Sawyer,Dante,DE,82
199,Darian Roseboro,Roseboro,Darian,DT,82
200,Patrick Vahe,Vahe,Patrick,OG,82
201,Frank Buncom IV,Buncom IV,Frank,S,82
202,Malik Lovette,Lovette,Malik,ATH,82
203,Bobby Evans,Evans,Bobby,OT,82
204,Ryan Newsome,Newsome,Ryan,WR,82
205,Jauan Jennings,Jennings,Jauan,ATH,82
206,John Humphrey Jr.,Humphrey Jr.,John,WR,82
207,DeDe Westbrook,Westbrook,DeDe,WR,82
208,Darius Slayton,Slayton,Darius,CB,81
209,C.J. O'Grady,O'Grady,C.J.,TE,81
210,Kyonta Stallworth,Stallworth,Kyonta,OT,81
211,Juwan Johnson,Johnson,Juwan,WR,81
212,Tyree Kinnel,Kinnel,Tyree,S,81
213,Quart'e Sapp,Sapp,Quart'e,OLB,81
214,Tyrek Cole,Cole,Tyrek,CB,81
215,Dwayne Lawson,Lawson,Dwayne,QB,81
216,Steven Gonzalez,Gonzalez,Steven,OG,81
217,John Burt,Burt,John,WR,81
218,William Johnson,Johnson,William,CB,81
219,Jackson Harris,Harris,Jackson,TE,81
220,Shameik Blackshear,Blackshear,Shameik,DE,81
221,Bailey Sharp,Sharp,Bailey,OT,81
222,Darrell Williams,Williams,Darrell,OLB,81
223,Malik Dear,Dear,Malik,ATH,81
224,Zach Okun,Okun,Zach,OG,81
225,Isaac Whitney,Whitney,Isaac,WR,81
226,Ben Edwards,Edwards,Ben,S,81
227,Josh Smith,Smith,Josh,OLB,81
228,Pat Allen,Allen,Pat,OT,81
229,Kendrell McFadden,McFadden,Kendrell,S,81
230,Fletcher Adams,Adams,Fletcher,DT,81
231,Devante Peete,Peete,Devante,WR,81
232,Marcus Walker,Walker,Marcus,S,81
233,Bryce Love,Love,Bryce,RB,81
234,Sheriron Jones,Jones,Sheriron,QB,81
235,Keyston Fuller,Fuller,Keyston,WR,81
236,Will Gragg,Gragg,Will,TE,81
237,Traver Jung,Jung,Traver,OLB,81
238,Gabe Megginson,Megginson,Gabe,OT,81
239,Zack Bailey,Bailey,Zack,OG,81
240,Bar Milo,Milo,Bar,OT,81
241,Deion Singleton,Singleton,Deion,S,81
242,Sherrod Pittman,Pittman,Sherrod,ILB,81
243,Isaiah Prince,Prince,Isaiah,OT,81
244,Justin Dunning,Dunning,Justin,S,81
245,Christian Bell,Bell,Christian,DE,81
246,Trevor Elbert,Elbert,Trevor,OT,81
247,Will Sunderland Jr.,Sunderland Jr.,Will,S,81
248,T.D. Moton,Moton,T.D.,DT,81
249,Jordan Davis,Davis,Jordan,TE,81
250,Jalen Julius,Julius,Jalen,ATH,81
251,Deontai Williams,Williams,Deontai,S,81
252,Nick Wilson,Wilson,Nick,OG,81
253,Austin Joyner,Joyner,Austin,RB,81
254,Jamile Johnson Jr.,Johnson Jr.,Jamile,S,81
255,Sage Hardin,Hardin,Sage,OT,81
256,Kaleb Kim,Kim,Kaleb,OG,81
257,Roney Elam,Elam,Roney,CB,81
258,D'Anfernee McGriff,McGriff,D'Anfernee,ATH,81
259,Justin Evans,Evans,Justin,S,81
260,Michael Howard,Howard,Michael,OT,81
261,Manny Bowen,Bowen,Manny,OLB,81
262,Kris Boyd,Boyd,Kris,CB,81
263,Ryan Davis,Davis,Ryan,ATH,81
264,Stanley Morgan,Morgan,Stanley,WR,81
265,Eli Brown,Brown,Eli,OLB,81
266,Darryl Williams,Williams,Darryl,OG,81
267,D'Andre Walker,Walker,D'Andre,DE,81
268,Rashard Causey Jr.,Causey Jr.,Rashard,CB,81
269,Michael Barnett,Barnett,Michael,DE,81
270,Dallas Warmack,Warmack,Dallas,OG,81
271,Connor Lanfear,Lanfear,Connor,OT,81
272,Kyahva Tezino,Tezino,Kyahva,OLB,81
273,Jonathan Taylor,Taylor,Jonathan,DT,81
274,Jalen Christian,Christian,Jalen,WR,81
275,Grant Newsome,Newsome,Grant,OT,81
276,Terrell Chatman,Chatman,Terrell,WR,81
277,Cameron Townsend,Townsend,Cameron,OLB,81
278,Jaylon Lane,Lane,Jaylon,CB,81
279,Devontre Stricklin,Stricklin,Devontre,WR,81
280,Madison Akamnonu,Akamnonu,Madison,OT,81
281,De'Andre Johnson,Johnson,De'Andre,QB,81
282,Tristian Houston,Houston,Tristian,RB,81
283,Davante Davis,Davis,Davante,S,81
284,Ja'Mycal Hasty,Hasty,Ja'Mycal,RB,81
285,Mika Tafua,Tafua,Mika,DE,81
286,Travis Jonsen,Jonsen,Travis,QB,81
287,Jonathan Holland,Holland,Jonathan,DE,81
288,Jason Smith,Smith,Jason,ATH,81
289,Charles Perry,Perry,Charles,OLB,81
290,Louis Brown,Brown,Louis,ATH,81
291,Tyreik Gray,Gray,Tyreik,RB,81
292,Bowman Archibald,Archibald,Bowman,TE,81
293,Brian Lewerke,Lewerke,Brian,QB,81
294,Kevin Henry,Henry,Kevin,S,81
295,Jalen Merrick,Merrick,Jalen,OG,81
296,Cameron Ordway,Ordway,Cameron,S,81
297,Lorenzo Phillips,Phillips,Lorenzo,OLB,81
298,Jamario Bell,Bell,Jamario,DE,81
299,Rodney Anderson,Anderson,Rodney,RB,81
300,Darrin Kirkland Jr.,Kirkland Jr.,Darrin,ILB,81
301,Venzell Boulware,Boulware,Venzell,OT,81
302,Zach Robertson,Robertson,Zach,OG,81
303,Chad President,President,Chad,WR,81
304,Jerry Tillery,Tillery,Jerry,OT,81
305,Jerome Washington,Washington,Jerome,TE,81
306,Carl Tucker,Tucker,Carl,TE,81
307,Rasul Douglas,Douglas,Rasul,CB,80
308,Marcell Frazier,Frazier,Marcell,DE,80
309,A.J. Harris,Harris,A.J.,OG,80
310,Arrington Farrar,Farrar,Arrington,S,80
311,Dominique Reed,Reed,Dominique,WR,80
312,Mike Horton,Horton,Mike,OG,80
313,Jeremy Cutrer,Cutrer,Jeremy,S,80
314,Marques Ford,Ford,Marques,DE,80
315,Ykili Ross,Ross,Ykili,ATH,80
316,Noah Jefferson,Jefferson,Noah,DT,80
317,Trevor Ruhland,Ruhland,Trevor,OG,80
318,Kai Locksley,Locksley,Kai,ATH,80
319,Chad Smith,Smith,Chad,OLB,80
320,Saquon Barkley,Barkley,Saquon,RB,80
321,Justin Martin,Martin,Justin,CB,80
322,Marquel Harrell,Harrell,Marquel,OG,80
323,Juwuan Briscoe,Briscoe,Juwuan,ATH,80
324,Wyatt Knopfke,Knopfke,Wyatt,OG,80
325,Demond Tucker,Tucker,Demond,DT,80
326,Te'Von Coney,Coney,Te'Von,OLB,80
327,Corey Dauphine,Dauphine,Corey,RB,80
328,Timothy Washington,Washington,Timothy,OLB,80
329,Joe Burrow,Burrow,Joe,QB,80
330,Antonio Callaway,Callaway,Antonio,WR,80
331,Cameron Smith,Smith,Cameron,ILB,80
332,Prince Tega Wanogho Jr.,Tega Wanogho Jr.,Prince,DE,80
333,Lonny Powell,Powell,Lonny,RB,80
334,Tim Lynott,Lynott,Tim,OG,80
335,Johnathon Sutton,Sutton,Johnathon,ILB,80
336,Damon Arnette,Arnette,Damon,S,80
337,Quarvez Boulware,Boulware,Quarvez,OG,80
338,Josh Barajas,Barajas,Josh,ILB,80
339,Drew Cook,Cook,Drew,ATH,80
340,DeAndre McNeal,McNeal,DeAndre,ATH,80
341,Desean Holmes,Holmes,Desean,WR,80
342,Kyle Kearns,Kearns,Kyle,QB,80
343,Jalen Wilkerson,Wilkerson,Jalen,TE,80
344,Ronnie Harrison,Harrison,Ronnie,S,80
345,Ross Bowers,Bowers,Ross,QB,80
346,Tevita Halalilo,Halalilo,Tevita,OG,80
347,Natereace Strong,Strong,Natereace,RB,80
348,Tavares Martin,Martin,Tavares,WR,80
349,Tyler Carr,Carr,Tyler,OG,80
350,Nick Conner,Conner,Nick,ILB,80
351,Jordan Cronkrite,Cronkrite,Jordan,ATH,80
352,Miles Boykin,Boykin,Miles,WR,80
353,Gage Cervenka,Cervenka,Gage,DT,80
354,Donovan Sheffield,Sheffield,Donovan,CB,80
355,Kirk Johnson,Johnson,Kirk,RB,80
356,Quinten Dormady,Dormady,Quinten,QB,80
357,Bradrick Shaw,Shaw,Bradrick,RB,80
358,Richaud Floyd,Floyd,Richaud,WR,80
359,Gabriel Campbell,Campbell,Gabriel,DE,80
360,Robert Knowles,Knowles,Robert,S,80
361,Andre Robinson,Robinson,Andre,RB,80
362,Ben Humphreys,Humphreys,Ben,OLB,80
363,Anfernee Jennings,Jennings,Anfernee,DE,80
364,Jay Bradford,Bradford,Jay,RB,80
365,Blake Lynch,Lynch,Blake,ATH,80
366,J.W. Ketchum,Ketchum,J.W.,ATH,80
367,Jordan Stevenson,Stevenson,Jordan,RB,80
368,Conner Dyer,Dyer,Conner,OG,80
369,Willie Hibbler,Hibbler,Willie,ATH,80
370,Zach Giella,Giella,Zach,OT,80
371,Asmar Bilal,Bilal,Asmar,OLB,80
372,Brian Chaffin,Chaffin,Brian,OC,80
373,Chico McClatcher,McClatcher,Chico,RB,80
374,Darrion Daniels,Daniels,Darrion,DT,80
375,Gary McCrae,McCrae,Gary,OLB,80
376,Patrick Carr,Carr,Patrick,RB,80
377,Paris Palmer,Palmer,Paris,OT,80
378,Christian Owens,Owens,Christian,TE,80
379,Brett Rypien,Rypien,Brett,QB,80
380,James Proche II,Proche II,James,WR,80
381,Alex Malzone,Malzone,Alex,QB,80
382,Prentice McKinney Jr.,McKinney Jr.,Prentice,S,80
383,Michael Chigbu,Chigbu,Michael,WR,80
384,Trey Adams,Adams,Trey,OT,80
385,Jason Strowbridge,Strowbridge,Jason,DE,80
386,Kingsley Keke,Keke,Kingsley,DT,80
387,David Dowell,Dowell,David,ATH,80
388,Cameron Stewart,Stewart,Cameron,WR,80
389,William Sweet,Sweet,William,OT,80
390,Tyler Queen,Queen,Tyler,QB,80
391,Tim Irvin,Irvin,Tim,ATH,80
392,Jay Johnson,Johnson,Jay,WR,80
393,David Ducre,Ducre,David,RB,80
394,Keke Coutee,Coutee,Keke,WR,80
395,Cory Butler,Butler,Cory,ATH,80
396,Joshua Nijman,Nijman,Joshua,DT,80
397,Zach Rogers,Rogers,Zach,OG,80
398,Darrell Taylor,Taylor,Darrell,ATH,80
399,Mirko Jurkovic Jr.,Jurkovic Jr.,Mirko,OG,80
400,Jaylin Hayward,Hayward,Jaylin,ATH,80
401,Justin Bailey,Bailey,Justin,RB,80
402,Lawrence Cager,Cager,Lawrence,WR,80
403,Shadell Bell,Bell,Shadell,WR,80
404,Johnny Wilson,Wilson,Johnny,OT,80
405,Shaquery Wilson,Wilson,Shaquery,WR,80
406,Kelly Bryant,Bryant,Kelly,QB,80
407,Jaylend Ratliffe,Ratliffe,Jaylend,ATH,80
408,Jason Pellerin,Pellerin,Jason,QB,80
409,Emonee Spence,Spence,Emonee,WR,80
410,Emanuel McGirt,McGirt,Emanuel,OT,80
411,Bry'Kiethon Mouton,Mouton,Bry'Kiethon,TE,80
412,Juval Mollette,Mollette,Juval,WR,80
413,Maurice Porter,Porter,Maurice,OT,80
414,Austin Kafentzis,Kafentzis,Austin,QB,80
415,Ugo Amadi,Amadi,Ugo,CB,80
416,Ross Trail,Trail,Ross,QB,80
417,Jake Hanson,Hanson,Jake,OT,80
418,Darrin Hall Jr.,Hall Jr.,Darrin,RB,80
419,Spencer Tears,Tears,Spencer,WR,80
420,Branden Bowen,Bowen,Branden,OT,80
421,Morie Evans,Evans,Morie,ATH,80
422,Ty Storey,Storey,Ty,QB,80
423,Mason Veal,Veal,Mason,OT,80
424,L.J. Reed,Reed,L.J.,WR,80
425,Mike Hughes,Hughes,Mike,ATH,80
426,Jeremiah Ledbetter,Ledbetter,Jeremiah,DT,80
427,J.F. Thomas,Thomas,J.F.,WR,80
428,Warren Craft,Craft,Warren,WR,80
429,Trevon Hill,Hill,Trevon,DE,80
430,Chason Virgil,Virgil,Chason,QB,80
431,Austin Clark,Clark,Austin,OT,80
432,Anthony Fotu,Fotu,Anthony,DT,80
433,Nick Gibson,Gibson,Nick,RB,80
434,Tommy Champion,Champion,Tommy,OT,80
435,Anthony McKee,McKee,Anthony,OLB,80
436,Jazz Ferguson,Ferguson,Jazz,WR,80
437,LaSamuel Davis,Davis,LaSamuel,DE,80
438,Bo Wallace,Wallace,Bo,OLB,80
439,Anree Saint-Amour,Saint-Amour,Anree,DE,80
440,Kahlil Haughton,Haughton,Kahlil,S,80
441,Cody Creason,Creason,Cody,OG,80
442,Cole Minshew,Minshew,Cole,OG,80
443,DeVondre Seymour,Seymour,DeVondre,OT,80
444,Ronnell Perkins,Perkins,Ronnell,ATH,80
445,Cedric Miller,Miller,Cedric,RB,80
446,Elijah Sindelar,Sindelar,Elijah,QB,80
447,Avery Anderson,Anderson,Avery,ATH,80
448,Deshawn Capers-Smith,Capers-Smith,Deshawn,ATH,80
449,Josh Allen,Allen,Josh,OG,80
450,C.J. Sanders,Sanders,C.J.,WR,80
451,Van Smith,Smith,Van,ATH,80
452,Aaron Porter,Porter,Aaron,ILB,80
453,Adrian Magee,Magee,Adrian,OT,80
454,Ross Donelly,Donelly,Ross,DT,80
455,Jeryl Brazil,Brazil,Jeryl,CB,80
456,Dexter Neal,Neal,Dexter,WR,80
457,T.J. Warren,Warren,T.J.,ATH,80
458,Garrett Thomas,Thomas,Garrett,OT,80
459,Kavontae Turpin,Turpin,Kavontae,ATH,80
460,Kyle Penniston,Penniston,Kyle,TE,80
461,Jalen Guyton,Guyton,Jalen,WR,80
462,Donald Gordon,Gordon,Donald,RB,80
463,Carlos Davis,Davis,Carlos,DT,80
464,Chance Hall,Hall,Chance,OT,80
465,James Morgan,Morgan,James,QB,80
466,Leon Thornton,Thornton,Leon,WR,80
467,Bryce Perkins,Perkins,Bryce,QB,80
468,DeShawn Raymond,Raymond,DeShawn,CB,80
469,Xavier Burke,Burke,Xavier,TE,80
470,Joe Anderson,Anderson,Joe,DE,80
471,Ben Hicks,Hicks,Ben,QB,80
472,Paul Lucas,Lucas,Paul,RB,80
473,Aramis Alexander,Alexander,Aramis,WR,80
474,Mook Reynolds,Reynolds,Mook,ATH,80
475,Tyler Howell,Howell,Tyler,OT,80
476,Trevill Holcy,Holcy,Trevill,WR,80
477,Camrin Knight,Knight,Camrin,TE,80
478,Keaton Sutherland,Sutherland,Keaton,OT,80
479,Calvin Brewton,Brewton,Calvin,S,80
480,Ronnie Major,Major,Ronnie,OT,80
481,Christian Philpott,Philpott,Christian,WR,80
482,Scott Patchan,Patchan,Scott,DE,80
483,Grant Schmidt,Schmidt,Grant,OT,80
484,Tre'Von Jackson,Jackson,Tre'Von,RB,80
485,Chad Kelly,Kelly,Chad,QB,80
486,LaMichael Pettway,Pettway,LaMichael,WR,80
487,Blessuan Austin,Austin,Blessuan,CB,80
488,Jabari Greenwood,Greenwood,Jabari,WR,79
489,Kareem Ali Jr.,Ali Jr.,Kareem,CB,79
490,Rashad Still,Still,Rashad,WR,79
491,Josh Butler,Butler,Josh,CB,79
492,Da'Quan Hawkins,Hawkins,Da'Quan,DT,79
493,Richard Moore,Moore,Richard,OLB,79
494,Kaleb Chalmers,Chalmers,Kaleb,CB,79
495,Antoine Stephens,Stephens,Antoine,CB,79
496,Jaylinn Hawkins,Hawkins,Jaylinn,WR,79
497,Jamal Danley,Danley,Jamal,OG,79
498,Keivon Ramsey,Ramsey,Keivon,S,79
499,Shalom Luani,Luani,Shalom,S,79
500,Du'Vonta Lampkin,Lampkin,Du'Vonta,DT,79
501,Kieffer Longson,Longson,Kieffer,OT,79
502,Chase Abbington,Abbington,Chase,RB,79
503,Eric Dungey,Dungey,Eric,QB,79
504,Easton Bruere,Bruere,Easton,QB,79
505,Jaason Lewis,Lewis,Jaason,ATH,79
506,Steven Montez,Montez,Steven,QB,79
507,Brandon Sandifer,Sandifer,Brandon,OG,79
508,Vaimoe Sekona,Sekona,Vaimoe,OG,79
509,Kevin Dillman,Dillman,Kevin,QB,79
510,Reno Rosene,Rosene,Reno,OT,79
511,Mario Osborne,Osborne,Mario,DE,79
512,Joshua Alabi,Alabi,Joshua,DT,79
513,Reggie Gallaspy,Gallaspy,Reggie,RB,79
514,Darin Smalls,Smalls,Darin,S,79
515,C.J. Conrad,Conrad,C.J.,TE,79
516,Khane Pass,Pass,Khane,S,79
517,Elijah Taylor,Taylor,Elijah,DT,79
518,Zach Bateman,Bateman,Zach,OT,79
519,Greg Webb,Webb,Greg,DT,79
520,Tyler Higby,Higby,Tyler,OT,79
521,Sh'mar Kilby-Lane,Kilby-Lane,Sh'mar,ILB,79
522,Damion Ratley,Ratley,Damion,WR,79
523,Marquise Doherty,Doherty,Marquise,RB,79
524,David Edwards,Edwards,David,ATH,79
525,Hunter Dale,Dale,Hunter,S,79
526,Sam Madden,Madden,Sam,OT,79
527,Irvin Charles,Charles,Irvin,WR,79
528,Bryce English,English,Bryce,DT,79
529,Quincy Vasser,Vasser,Quincy,DE,79
530,Shelton Johnson,Johnson,Shelton,DE,79
531,Jessie Liptrot,Liptrot,Jessie,ATH,79
532,Nyqwan Murray,Murray,Nyqwan,WR,79
533,DeOnte Reynolds,Reynolds,DeOnte,DT,79
534,Justice Shelton-Mosley,Shelton-Mosley,Justice,WR,79
535,Jon Dietzen,Dietzen,Jon,OT,79
536,Jeremy Smith,Smith,Jeremy,RB,79
537,Deon Stewart,Stewart,Deon,WR,79
538,Deniko Carter,Carter,Deniko,WR,79
539,T.J. Wheatley Jr.,Wheatley Jr.,T.J.,TE,79
540,Jake Breeland,Breeland,Jake,WR,79
541,Kengera Daniel,Daniel,Kengera,DE,79
542,Andrew James,James,Andrew,WR,79
