Rank,Full Name,Last Name,First Name,Position,Grade
1,Robert Nkemdiche,Nkemdiche,Robert,DE,94
2,Carl Lawson,Lawson,Carl,DE,92
3,Vernon Hargreaves III,Hargreaves III,Vernon,CB,91
4,Mackensie Alexander,Alexander,Mackensie,CB,91
5,Laremy Tunsil,Tunsil,Laremy,OT,91
6,Matthew Thomas,Thomas,Matthew,OLB,90
7,Jaylon Smith,Smith,Jaylon,OLB,90
8,Kelvin Taylor,Taylor,Kelvin,RB,90
9,Derrick Henry,Henry,Derrick,ATH,90
10,Eddie Vanderdoes,Vanderdoes,Eddie,DT,90
11,Eli Apple,Apple,Eli,CB,90
12,Su'a Cravens,Cravens,Su'a,S,89
13,Montravius Adams,Adams,Montravius,DT,89
14,Jalen Ramsey,Ramsey,Jalen,CB,89
15,Christian Hackenberg,Hackenberg,Christian,QB,88
16,Reuben Foster,Foster,Reuben,ILB,88
17,Darius James,James,Darius,OC,88
18,Kendall Fuller,Fuller,Kendall,CB,88
19,Laquon Treadwell,Treadwell,Laquon,WR,88
20,Max Browne,Browne,Max,QB,88
21,Kenny Bigelow,Bigelow,Kenny,DT,88
22,Greg Bryant,Bryant,Greg,RB,88
23,Max Redfield,Redfield,Max,ATH,88
24,Antonio Conner,Conner,Antonio,S,88
25,Robert Foster,Foster,Robert,WR,88
26,Dee Liner,Liner,Dee,DT,88
27,Keith Ford,Ford,Keith,RB,88
28,Jonathan Allen,Allen,Jonathan,DE,88
29,Dorian Johnson,Johnson,Dorian,OT,88
30,Ryan Green,Green,Ryan,ATH,88
31,Daniel McMillian,McMillian,Daniel,OLB,88
32,Alvin Kamara,Kamara,Alvin,RB,88
33,Derrick Griffin,Griffin,Derrick,TE,88
34,Elijah Daniel,Daniel,Elijah,DE,87
35,Robbie Rhodes,Rhodes,Robbie,WR,87
36,Tim Williams,Williams,Tim,DE,87
37,Leon McQuay III,McQuay III,Leon,S,87
38,Derrick Green,Green,Derrick,RB,87
39,Shaq Wiggins,Wiggins,Shaq,CB,87
40,DeMarcus Walker,Walker,DeMarcus,DT,87
41,Kendell Beckwith,Beckwith,Kendell,ATH,87
42,Caleb Brantley,Brantley,Caleb,DT,87
43,Gareon Conley,Conley,Gareon,CB,87
44,Cooper Bateman,Bateman,Cooper,QB,87
45,O.J. Howard,Howard,O.J.,TE,87
46,Chris Jones,Jones,Chris,DE,87
47,Stacy Coley,Coley,Stacy,WR,87
48,Trey Johnson,Johnson,Trey,ILB,87
49,Jalin Marshall,Marshall,Jalin,WR,87
50,Vonn Bell,Bell,Vonn,S,87
51,Damore'ea Stringfellow,Stringfellow,Damore'ea,WR,87
52,Austin Golson,Golson,Austin,OT,86
53,Demarcus Robinson,Robinson,Demarcus,WR,86
54,Thomas Tyner,Tyner,Thomas,RB,86
55,Dontre Wilson,Wilson,Dontre,ATH,86
56,Joey Bosa,Bosa,Joey,DT,86
57,Angelo Jean-Louis,Jean-Louis,Angelo,WR,86
58,Alex Collins,Collins,Alex,RB,86
59,Al-Quadin Muhammad,Muhammad,Al-Quadin,DE,85
60,Priest Willis,Willis,Priest,S,85
61,Jeryl Brazil,Brazil,Jeryl,CB,85
62,Ricky Seals-Jones,Seals-Jones,Ricky,WR,85
63,Cam Burrows,Burrows,Cam,CB,85
64,Tyren Jones,Jones,Tyren,RB,85
65,Ryan Burns,Burns,Ryan,QB,85
66,Keanu Neal,Neal,Keanu,S,85
67,Tarean Folston,Folston,Tarean,ATH,85
68,Adam Breneman,Breneman,Adam,TE,85
69,Marcell Harris,Harris,Marcell,S,85
70,Hunter Henry,Henry,Hunter,TE,85
71,Artie Burns,Burns,Artie,CB,85
72,Michael Hutchings,Hutchings,Michael,OLB,85
73,Chris Hawkins,Hawkins,Chris,CB,85
74,Levonte Whitfield,Whitfield,Levonte,ATH,85
75,Sebastian LaRue,LaRue,Sebastian,WR,85
76,Taquan Mizzell,Mizzell,Taquan,RB,85
77,Lavon Hooks,Hooks,Lavon,DT,85
78,Kent Perkins,Perkins,Kent,OT,84
79,Alvin Bailey,Bailey,Alvin,ATH,84
80,Ben Boulware,Boulware,Ben,ILB,84
81,James Quick,Quick,James,WR,84
82,Matt Rolin,Rolin,Matt,OLB,84
83,Altee Tenpenny,Tenpenny,Altee,RB,84
84,Hunter Bivin,Bivin,Hunter,OT,84
85,Greg Gilmore,Gilmore,Greg,DT,84
86,Maurice Smith,Smith,Maurice,CB,84
87,Kylie Fitts,Fitts,Kylie,DE,84
88,Grant Hill,Hill,Grant,OG,84
89,Kevin Olsen,Olsen,Kevin,QB,84
90,Jourdan Lewis,Lewis,Jourdan,CB,84
91,Tramel Terry,Terry,Tramel,ATH,84
92,Steven Mitchell,Mitchell,Steven,WR,84
93,David Dawson,Dawson,David,OG,84
94,Justin Manning,Manning,Justin,DT,84
95,Dymonte Thomas,Thomas,Dymonte,ATH,84
96,Ethan Pocic,Pocic,Ethan,OT,84
97,Torii Hunter Jr.,Hunter Jr.,Torii,WR,84
98,Kohl Stewart,Stewart,Kohl,QB,84
99,Alex Anzalone,Anzalone,Alex,ATH,84
100,Holland Fisher,Fisher,Holland,S,84
101,Quinton Powell,Powell,Quinton,OLB,84
102,Kelsey Griffin,Griffin,Kelsey,DT,84
103,Patrick Kugler,Kugler,Patrick,OG,84
104,Marcus Baugh,Baugh,Marcus,TE,84
105,Deon Hollins Jr.,Hollins Jr.,Deon,OLB,84
106,Logan Tuley-Tillman,Tuley-Tillman,Logan,OT,84
107,A'Shawn Robinson,Robinson,A'Shawn,DT,84
108,Evan Lisle,Lisle,Evan,OT,84
109,Jordan Cunningham,Cunningham,Jordan,WR,84
110,Tahaan Goodman,Goodman,Tahaan,S,84
111,Ezekiel Elliott,Elliott,Ezekiel,RB,84
112,Ahmad Fulwood,Fulwood,Ahmad,WR,84
113,LaQuvionte Gonzalez,Gonzalez,LaQuvionte,ATH,84
114,Dorian O'Daniel,O'Daniel,Dorian,OLB,84
115,Jake Raulerson,Raulerson,Jake,OT,84
116,Mike McCray II,McCray II,Mike,OLB,84
117,Brice Ramsey,Ramsey,Brice,QB,84
118,Taco Charlton,Charlton,Taco,DE,84
119,Elijah Qualls,Qualls,Elijah,DT,84
120,Brian Walker,Walker,Brian,CB,84
121,Jacorey Warrick,Warrick,Jacorey,WR,84
122,Isaac Savaiinaea,Savaiinaea,Isaac,ILB,84
123,Ira Denson,Denson,Ira,OG,84
124,Ty Isaac,Isaac,Ty,ATH,84
125,Tyshon Dye,Dye,Tyshon,RB,84
126,Colin McGovern,McGovern,Colin,OT,84
127,Tyrone Crowder,Crowder,Tyrone,OG,84
128,Ebenezer Ogundeko,Ogundeko,Ebenezer,DE,84
129,Shane Morris,Morris,Shane,QB,84
130,Mike Mitchell,Mitchell,Mike,OLB,84
131,Tray Matthews,Matthews,Tray,S,84
132,Maquedius Bain,Bain,Maquedius,DT,84
133,Randy Gregory,Gregory,Randy,DE,84
134,David Williams,Williams,David,RB,83
135,Tashawn Bower,Bower,Tashawn,DE,83
136,Marquel Combs,Combs,Marquel,DT,83
137,Toby Johnson,Johnson,Toby,DT,83
138,Marcus Hardison,Hardison,Marcus,DT,83
139,Josiah St. John,St. John,Josiah,OT,83
140,Marquez North,North,Marquez,WR,83
141,Chris Fox,Fox,Chris,OT,83
142,Keith Bryant,Bryant,Keith,DT,83
143,Standish Dobard,Dobard,Standish,TE,83
144,D.J. Ward,Ward,D.J.,DE,83
145,Jermaine Grace,Grace,Jermaine,OLB,83
146,Jonathon Rumph,Rumph,Jonathon,WR,83
147,Courtney Gardner,Gardner,Courtney,WR,83
148,Isaac Rochell,Rochell,Isaac,DE,83
149,Jeremy Johnson,Johnson,Jeremy,QB,83
150,DeSean Smith,Smith,DeSean,TE,83
151,Jeremey Chappelle,Chappelle,Jeremey,WR,83
152,Leon Brown,Brown,Leon,OT,83
153,Deon Long,Long,Deon,WR,83
154,Doug Randolph,Randolph,Doug,OLB,83
155,Asiantii Woulard,Woulard,Asiantii,QB,83
156,Denver Kirkland,Kirkland,Denver,OT,83
157,Brandon Kublanow,Kublanow,Brandon,OC,83
158,Brandon Vandenburg,Vandenburg,Brandon,TE,83
159,Zack Greenlee,Greenlee,Zack,QB,83
160,Rashard Fant,Fant,Rashard,ATH,83
161,Antwuan Davis,Davis,Antwuan,CB,83
162,Corey Clement,Clement,Corey,RB,83
163,Darrell Daniels,Daniels,Darrell,WR,83
164,Deoundrei Davis,Davis,Deoundrei,OLB,83
165,Tevin Lawson,Lawson,Tevin,OG,83
166,Johnny O'Neal,O'Neal,Johnny,ILB,83
167,Nick Washington,Washington,Nick,S,83
168,Aaron Zwahlen,Zwahlen,Aaron,QB,83
169,Dashon Hunt,Hunt,Dashon,CB,83
170,Kyle Bosch,Bosch,Kyle,OG,83
171,Marquez White,White,Marquez,CB,83
172,Greg Webb,Webb,Greg,DT,83
173,Isaiah Jones,Jones,Isaiah,WR,83
174,Josh Augusta,Augusta,Josh,DT,83
175,Travis Johnson,Johnson,Travis,TE,83
176,Za'Darius Smith,Smith,Za'Darius,DE,83
177,Reggie Wilkerson,Wilkerson,Reggie,ATH,83
178,Matt Alviti,Alviti,Matt,QB,83
179,Tyler Boyd,Boyd,Tyler,ATH,83
180,Ra'Shaad Samples,Samples,Ra'Shaad,WR,83
181,Greg Taboada,Taboada,Greg,ATH,83
182,Ro'Derrick Hoskins,Hoskins,Ro'Derrick,OLB,83
183,Josh McNeil,McNeil,Josh,TE,83
184,Kyrin Priester,Priester,Kyrin,WR,83
185,Troy Williams,Williams,Troy,QB,83
186,Eldridge Massington,Massington,Eldridge,WR,83
187,Adam Lane,Lane,Adam,RB,83
188,Jay Woods,Woods,Jay,DT,83
189,Danny Etling,Etling,Danny,QB,83
190,Fred Ross Jr.,Ross Jr.,Fred,WR,83
191,Joshua Dobbs,Dobbs,Joshua,QB,83
192,Cody Thomas,Thomas,Cody,QB,83
193,Jake Butt,Butt,Jake,TE,83
194,Chris Johnson,Johnson,Chris,QB,83
195,ArDarius Stewart,Stewart,ArDarius,ATH,83
196,Jason Hatcher,Hatcher,Jason,DE,83
197,Shane Jones,Jones,Shane,ILB,83
198,Javess Blue,Blue,Javess,WR,83
199,Jeremy Liggins,Liggins,Jeremy,ATH,83
200,Chris Laviano,Laviano,Chris,QB,83
201,Justin Davis,Davis,Justin,RB,83
202,Tre'Davious White,White,Tre'Davious,CB,83
203,Kennedy Tulimasealii,Tulimasealii,Kennedy,DT,83
204,Devin Butler,Butler,Devin,CB,83
205,Malik Zaire,Zaire,Malik,QB,83
206,Christopher Taylor,Taylor,Christopher,OG,83
207,Johnny Johnson Jr.,Johnson Jr.,Johnny,CB,83
208,DeAndre Woods,Woods,DeAndre,WR,83
209,Evan Voeller,Voeller,Evan,OG,83
210,Johnathan Howard,Howard,Johnathan,WR,83
211,Ryan Buchanan,Buchanan,Ryan,QB,83
212,Marqui Hawkins,Hawkins,Marqui,WR,83
213,Adrian Baker,Baker,Adrian,ATH,83
214,Shelton Gibson,Gibson,Shelton,WR,83
215,Stanvon Taylor,Taylor,Stanvon,ATH,83
216,Paul James III,James III,Paul,DE,83
217,Mike Williams,Williams,Mike,WR,83
218,Nadir Barnwell,Barnwell,Nadir,ATH,83
219,Cornelius Elder,Elder,Cornelius,RB,83
220,Rickey Jefferson,Jefferson,Rickey,WR,83
221,Chuck Baker,Baker,Chuck,WR,83
222,Jordan Mastrogiovanni,Mastrogiovanni,Jordan,ILB,83
223,Noel Ellis,Ellis,Noel,CB,83
224,Andy Dodd,Dodd,Andy,OG,83
225,Tony Stevens,Stevens,Tony,WR,83
226,Eric Mayes,Mayes,Eric,DE,83
227,Anthony Averett,Averett,Anthony,ATH,83
228,Riley Ferguson,Ferguson,Riley,QB,83
229,Joas Aguilar,Aguilar,Joas,OG,83
230,Jake Oliver,Oliver,Jake,WR,83
231,Brendan Mahon,Mahon,Brendan,OG,83
232,Michael Hill,Hill,Michael,DT,83
233,Hayden Rettig,Rettig,Hayden,QB,83
234,Jayme Thompson,Thompson,Jayme,S,83
235,Mitch Trubisky,Trubisky,Mitch,QB,83
236,Kyle Hicks,Hicks,Kyle,RB,83
237,Anthony Jennings,Jennings,Anthony,QB,83
238,Stacy Thomas,Thomas,Stacy,DE,83
239,John Diarse,Diarse,John,ATH,83
240,Beau Sandland,Sandland,Beau,TE,83
241,Taj Williams,Williams,Taj,WR,83
242,Nico Falah,Falah,Nico,OT,83
243,Connor Mitch,Mitch,Connor,QB,83
244,Brendan Langley,Langley,Brendan,ATH,83
245,Vita Vea,Vea,Vita,DE,83
246,Cequan Jefferson,Jefferson,Cequan,ATH,83
247,Kailo Moore,Moore,Kailo,RB,83
248,Isaiah Golden,Golden,Isaiah,DT,83
249,Jamel James,James,Jamel,RB,83
250,Jaron Dukes,Dukes,Jaron,WR,83
251,Jordan Wilkins,Wilkins,Jordan,RB,83
252,Michael Parker,Parker,Michael,ATH,83
253,Torrodney Prevot,Prevot,Torrodney,DE,83
254,Larenz Bryant,Bryant,Larenz,ILB,83
255,Dominic Walker,Walker,Dominic,WR,83
256,Darius Paige,Paige,Darius,DT,83
257,Dannon Cavil,Cavil,Dannon,WR,83
258,Darrien Howard,Howard,Darrien,ILB,83
259,Ashton Shumpert,Shumpert,Ashton,ATH,83
260,Sam Wren,Wren,Sam,DE,83
261,Darreus Rogers,Rogers,Darreus,WR,83
262,Camion Patrick,Patrick,Camion,WR,82
263,Freddie Stevenson,Stevenson,Freddie,OLB,82
264,Marcell Ateman,Ateman,Marcell,WR,82
265,Cord Sandberg,Sandberg,Cord,QB,82
266,Richard Benjamin,Benjamin,Richard,WR,82
267,Jaelen Strong,Strong,Jaelen,WR,82
268,Johnny Stanton,Stanton,Johnny,QB,82
269,Ryan Timmons,Timmons,Ryan,ATH,82
270,John Atkins,Atkins,John,DT,82
271,Vince Mayle,Mayle,Vince,WR,82
272,Kameron Miles,Miles,Kameron,S,82
273,Earnest Robinson,Robinson,Earnest,WR,82
274,Andrew Billings,Billings,Andrew,OG,82
275,Chevoski Collins,Collins,Chevoski,ATH,82
276,Braxton Pfaff,Pfaff,Braxton,OG,82
277,Henry Poggi,Poggi,Henry,DT,82
278,Francis Owusu,Owusu,Francis,WR,82
279,Zach Cunningham,Cunningham,Zach,OLB,82
280,Chase Abbington,Abbington,Chase,ATH,82
281,DeVondre Seymour,Seymour,DeVondre,OT,82
282,A.J. Turman,Turman,A.J.,RB,82
283,Austin Hooper,Hooper,Austin,DE,82
284,J.T. Barrett,Barrett,J.T.,QB,82
285,Scott Pagano,Pagano,Scott,DT,82
286,Max Staver,Staver,Max,QB,82
287,Mike Heuerman,Heuerman,Mike,TE,82
288,Keyante Green,Green,Keyante,RB,82
289,Jared Goff,Goff,Jared,QB,82
290,Joe Mathis,Mathis,Joe,DE,82
291,Raheem Falkins,Falkins,Raheem,WR,82
292,Samajie Grant,Grant,Samajie,ATH,82
293,DeVante Kincade,Kincade,DeVante,QB,82
294,Vincent Taylor,Taylor,Vincent,DT,82
295,Tyree Robinson,Robinson,Tyree,WR,82
296,Scott Quessenberry,Quessenberry,Scott,OC,82
297,Jordan Fieulleteau,Fieulleteau,Jordan,WR,82
298,Cameron Hunt,Hunt,Cameron,OG,82
299,Peter Kalambayi,Kalambayi,Peter,OLB,82
300,Tre'vell Dixon,Dixon,Tre'vell,ATH,82
301,James Hearns,Hearns,James,ILB,82
302,Darius Latham,Latham,Darius,DT,82
303,Ben Gedeon,Gedeon,Ben,ATH,82
304,Donovan Munger,Munger,Donovan,DT,82
305,Damion Terry,Terry,Damion,QB,82
306,Matt Dimon,Dimon,Matt,DE,82
307,Carlos Burse,Burse,Carlos,WR,82
308,Jay-nard Bostwick,Bostwick,Jay-nard,DT,82
309,Dillan Lawson,Lawson,Dillan,OLB,82
310,Billy Price,Price,Billy,DT,82
311,Tim Kimbrough,Kimbrough,Tim,ILB,82
312,Khaliel Rodgers,Rodgers,Khaliel,OG,82
313,E.J. Levenberry Jr.,Levenberry Jr.,E.J.,ILB,82
314,Ja'Quay Williams,Williams,Ja'Quay,WR,82
315,Frank Herron,Herron,Frank,DE,82
316,Hatari Byrd,Byrd,Hatari,S,82
317,Reggie Davis,Davis,Reggie,WR,82
318,Mark Dodson Jr.,Dodson Jr.,Mark,RB,82
319,Ryne Rankin,Rankin,Ryne,ILB,82
320,Kevin Spears,Spears,Kevin,WR,82
321,Jamone Boyd,Boyd,Jamone,DE,82
322,Davin Bellamy,Bellamy,Davin,DE,82
323,John Lopez,Lopez,John,OG,82
324,Ryan Jenkins,Jenkins,Ryan,WR,82
325,Jordan Sherit,Sherit,Jordan,DE,82
326,Uriah LeMay,LeMay,Uriah,WR,82
327,Marcus Newby,Newby,Marcus,OLB,82
328,James Clark,Clark,James,WR,82
329,Danny Mattingly,Mattingly,Danny,ATH,82
330,Tyrone Swoopes,Swoopes,Tyrone,ATH,82
331,Brett Wade,Wade,Brett,ILB,82
332,B.J. Hammond,Hammond,B.J.,WR,82
333,Corwin Cutler,Cutler,Corwin,QB,82
334,Lowell Lotulelei,Lotulelei,Lowell,DT,82
335,Chad Kanoff,Kanoff,Chad,QB,82
336,Christopher Robinson,Robinson,Christopher,DT,82
337,Riley Norman,Norman,Riley,OT,82
338,Eric Beisel,Beisel,Eric,ILB,82
339,Bucky Hodges,Hodges,Bucky,QB,82
340,Rashad Kinlaw,Kinlaw,Rashad,ATH,82
341,Hunter Jarmon,Jarmon,Hunter,WR,82
342,Micah Kiser,Kiser,Micah,OLB,82
343,Antonio Riles,Riles,Antonio,DE,82
344,Roderick Johnson,Johnson,Roderick,OT,82
345,Andrew Nelson,Nelson,Andrew,OT,82
346,Dane Crane,Crane,Dane,OC,82
347,Will Likely III,Likely III,Will,CB,82
348,Leroy Clark,Clark,Leroy,ATH,82
349,Tre' Bell,Bell,Tre',CB,82
350,James Onwualu,Onwualu,James,ATH,82
351,Alan Knott,Knott,Alan,OT,82
352,Shaquille Lawson,Lawson,Shaquille,DE,82
353,Ben Hughes,Hughes,Ben,DT,82
354,Avery Johnson,Johnson,Avery,WR,82
355,Bradley Bozeman,Bozeman,Bradley,OG,82
356,Marquion Lane,Lane,Marquion,ATH,82
357,Aaron Baltazar,Baltazar,Aaron,RB,82
358,Jamal Carter,Carter,Jamal,ATH,82
359,Shane Cockerille,Cockerille,Shane,QB,82
360,Johnathon McCrary,McCrary,Johnathon,QB,82
361,Mike McGlinchey,McGlinchey,Mike,OT,82
362,Corey Vereen,Vereen,Corey,OLB,82
363,Deon Johnson,Johnson,Deon,WR,82
364,Aaron Cochran,Cochran,Aaron,OT,82
365,Darryl Richardson,Richardson,Darryl,QB,82
366,Devin Washington,Washington,Devin,DE,82
367,Jason Smith,Smith,Jason,ATH,82
368,Derwin Gray,Gray,Derwin,OT,82
369,Darius Mosely,Mosely,Darius,ATH,82
370,Kent Turene,Turene,Kent,OLB,82
371,Jeremiah Briscoe,Briscoe,Jeremiah,QB,82
372,Robert Lewis,Lewis,Robert,RB,82
373,Brian Nance,Nance,Brian,OLB,82
374,Alec James,James,Alec,DE,82
375,Craig Lee,Lee,Craig,RB,81
376,Carlis Parker,Parker,Carlis,ATH,81
377,Deveon Smith,Smith,Deveon,RB,81
378,Victor Egu,Egu,Victor,OLB,81
379,Erik Bunte,Bunte,Erik,OT,81
380,Josh Banderas,Banderas,Josh,OLB,81
381,Naim Mustafaa,Mustafaa,Naim,DE,81
382,J.J. Gustafson,Gustafson,J.J.,OT,81
383,Andrew Motu'apuaka,Motu'apuaka,Andrew,OLB,81
384,Rodney Adams,Adams,Rodney,WR,81
385,Jojo Kemp,Kemp,Jojo,RB,81
386,Lance Virgile,Virgile,Lance,OLB,81
387,Deon Mix,Mix,Deon,OG,81
388,Eddie Jackson,Jackson,Eddie,WR,81
389,Duke Riley,Riley,Duke,OLB,81
390,Steven Nelson,Nelson,Steven,CB,81
391,Garrett Marino,Marino,Garrett,DE,81
392,Deadrin Senat,Senat,Deadrin,DT,81
393,Tyler Bruggman,Bruggman,Tyler,QB,81
394,Brooks Ellis,Ellis,Brooks,OLB,81
395,Cameron Dillard,Dillard,Cameron,OG,81
396,Darius Curry,Curry,Darius,CB,81
397,Jaleel Hytchye,Hytchye,Jaleel,CB,81
398,Devin Lauderdale,Lauderdale,Devin,ATH,81
399,Justin Cox,Cox,Justin,S,81
400,Delton Williams,Williams,Delton,ATH,81
401,Raaquan Davis,Davis,Raaquan,OLB,81
402,Khris Francis,Francis,Khris,RB,81
403,Paul Whitmill,Whitmill,Paul,OLB,81
404,Al-Rasheed Benton,Benton,Al-Rasheed,ILB,81
405,Lucas Crowley,Crowley,Lucas,OC,81
406,Josh Cardiello,Cardiello,Josh,OG,81
407,Fred Coppet,Coppet,Fred,RB,81
408,Courtney Love,Love,Courtney,OLB,81
409,Malik Greaves,Greaves,Malik,S,81
410,Donel Elam,Elam,Donel,OLB,81
411,Austin Sanders,Sanders,Austin,OT,81
412,Na'Ty Rodgers,Rodgers,Na'Ty,OT,81
413,David Johnson,Johnson,David,OLB,81
414,Caleb Benenoch,Benenoch,Caleb,OG,81
415,Mario Alford,Alford,Mario,ATH,81
416,Dane Rogers,Rogers,Dane,DE,81
417,Brandon Facyson,Facyson,Brandon,CB,81
418,K.J. Malone,Malone,K.J.,OG,81
419,Kyle Peko,Peko,Kyle,DT,81
420,Michael Deeb,Deeb,Michael,ILB,81
421,Terrell Newby II,Newby II,Terrell,RB,81
422,Tyrell Lyons,Lyons,Tyrell,OLB,81
423,Khalfani Muhammad,Muhammad,Khalfani,RB,81
424,Steve Elmer,Elmer,Steve,OT,81
425,Shawn Curtis,Curtis,Shawn,OT,81
426,Dorian Miller,Miller,Dorian,OG,81
427,Jordan Leggett,Leggett,Jordan,TE,81
428,Darren Carrington,Carrington,Darren,WR,81
429,J.P. Vonashek,Vonashek,J.P.,OT,81
430,Corey Smith,Smith,Corey,WR,81
431,Jack Keeler,Keeler,Jack,OT,81
432,Josh Outlaw,Outlaw,Josh,OG,81
433,Quadarias Mireles,Mireles,Quadarias,ATH,81
434,Garret Dooley,Dooley,Garret,ILB,81
435,Dreamius Smith,Smith,Dreamius,RB,81
436,Jon Reschke,Reschke,Jon,OLB,81
437,Joe Fennell,Fennell,Joe,OT,81
438,DaeSean Hamilton,Hamilton,DaeSean,WR,81
439,Geoff Swaim,Swaim,Geoff,TE,81
440,Hodari Christian,Christian,Hodari,OLB,81
441,David Kenney III,Kenney III,David,DE,80
442,Corion Webster,Webster,Corion,RB,80
443,Sean Barton,Barton,Sean,OLB,80
444,Ben Bradley,Bradley,Ben,DT,80
445,Reggie Chevis,Chevis,Reggie,ILB,80
446,Anthony Shegog,Shegog,Anthony,ATH,80
447,Gaius Vaenuku,Vaenuku,Gaius,DT,80
448,Jeremy Benjamin,Benjamin,Jeremy,ILB,80
449,Garrett Sickels,Sickels,Garrett,DE,80
450,Aaron Bailey,Bailey,Aaron,ATH,80
451,Brayden Kearsley,Kearsley,Brayden,OT,80
452,Travon Blanchard,Blanchard,Travon,OLB,80
453,Brandon Hines,Hines,Brandon,OLB,80
454,Peyton Barber,Barber,Peyton,RB,80
455,Andrew Tercek,Tercek,Andrew,OG,80
456,Seyvon Lowry,Lowry,Seyvon,DE,80
457,Leonard Floyd,Floyd,Leonard,DE,80
458,Sefo Liufau,Liufau,Sefo,QB,80
459,Sione Sina,Sina,Sione,DE,80
460,T.J. Logan,Logan,T.J.,ATH,80
461,Erik Huhn,Huhn,Erik,S,80
462,Durham Smythe,Smythe,Durham,TE,80
463,De'Asian Richardson,Richardson,De'Asian,DT,80
464,Jaylen Miller,Miller,Jaylen,DE,80
465,Sojourn Shelton,Shelton,Sojourn,CB,80
466,Adam Taylor,Taylor,Adam,RB,80
467,Tyrell Robinson,Robinson,Tyrell,ATH,80
468,D.J. Park,Park,D.J.,OT,80
469,D.J. Green,Green,D.J.,OLB,80
470,Ryan White,White,Ryan,CB,80
471,Marcell Lazard,Lazard,Marcell,OT,80
472,LaChaston Smith,Smith,LaChaston,OLB,80
473,L.J. Moore,Moore,L.J.,CB,80
474,Jay Arnold,Arnold,Jay,DE,80
475,De'Andre Wilson,Wilson,De'Andre,CB,80
476,Kahlee Woods,Woods,Kahlee,ILB,80
477,Victor Davis,Davis,Victor,S,80
478,Jalen Ortiz,Ortiz,Jalen,CB,80
479,Myles Nash,Nash,Myles,ATH,80
480,Jeremy Cutrer,Cutrer,Jeremy,S,80
481,Antonio Allen,Allen,Antonio,S,80
482,Charles Williams,Williams,Charles,ATH,80
483,Jon Wisnieski,Wisnieski,Jon,TE,80
484,Sean Constantine,Constantine,Sean,ILB,80
485,Quantavius Leslie,Leslie,Quantavius,WR,80
486,Jasper Sasser,Sasser,Jasper,WR,80
487,Michael Johnson,Johnson,Michael,CB,80
488,Anthony Sherrils,Sherrils,Anthony,RB,80
489,Ross Douglas,Douglas,Ross,CB,80
490,Darious Cummings,Cummings,Darious,DT,80
491,Tim Harris,Harris,Tim,CB,80
492,Jalyn Powell,Powell,Jalyn,S,80
493,Nick Ramirez,Ramirez,Nick,ILB,80
494,Pierre Cormier,Cormier,Pierre,RB,80
495,Cole Luke,Luke,Cole,CB,80
496,Nickolas Brassell,Brassell,Nickolas,WR,80
497,Wayne Gallman,Gallman,Wayne,ATH,80
498,Nick Marshall,Marshall,Nick,QB,80
499,R.J. Prince,Prince,R.J.,OT,80
500,Tommy Sanders,Sanders,Tommy,OLB,80
501,Jayron Kearse,Kearse,Jayron,ATH,80
502,Eugene Brazley,Brazley,Eugene,RB,80
503,Sean Paul,Paul,Sean,CB,80
504,Wyatt Teller,Teller,Wyatt,DT,80
505,Trenton Brown,Brown,Trenton,OT,80
506,Cameron Toney,Toney,Cameron,ILB,80
507,Nazair Jones,Jones,Nazair,DE,80
508,Cameron Walker,Walker,Cameron,CB,80
509,Austin Allen,Allen,Austin,QB,80
510,Peyton Pelluer,Pelluer,Peyton,ILB,80
511,John Ross,Ross,John,ATH,80
512,Taivon Jacobs,Jacobs,Taivon,WR,80
513,James Summers,Summers,James,ATH,80
514,Cameron Artis-Payne,Artis-Payne,Cameron,RB,80
515,Sam Lebbie,Lebbie,Sam,OLB,80
516,Lewis Neal,Neal,Lewis,DE,80
517,Ryan Switzer,Switzer,Ryan,WR,80
518,Jamar Gibson,Gibson,Jamar,WR,80
519,Dennis Finley,Finley,Dennis,OT,80
520,Kristopher Smith,Smith,Kristopher,OLB,80
521,Drew Harris,Harris,Drew,RB,80
522,Shaquille Fluker,Fluker,Shaquille,S,80
523,Godwin Igwebuike,Igwebuike,Godwin,ATH,80
524,Mack Weaver,Weaver,Mack,TE,80
525,Daeshon Hall,Hall,Daeshon,DE,80
526,Brice Gunter,Gunter,Brice,WR,80
527,T.J. Green,Green,T.J.,ATH,80
528,Johnny Ragin III,Ragin III,Johnny,ATH,80
529,Derek Babiash,Babiash,Derek,CB,80
530,Brandon King,King,Brandon,OLB,80
531,T.J. Johnson,Johnson,T.J.,ATH,80
532,Landon Stokes,Stokes,Landon,DE,80
533,Davis Webb,Webb,Davis,QB,80
534,Mossi Johnson,Johnson,Mossi,ATH,80
535,David Knevel,Knevel,David,OT,80
536,Jesus Wilson,Wilson,Jesus,WR,80
537,Donald Gray Jr.,Gray Jr.,Donald,ATH,80
538,D.J. Singleton,Singleton,D.J.,S,80
539,John Montelus,Montelus,John,OG,79
540,Desmond Harrison,Harrison,Desmond,OT,79
541,Chans Cox,Cox,Chans,ATH,79
542,Scott Austin,Austin,Scott,WR,79
543,Walker Jones,Jones,Walker,ILB,79
544,Christopher Worley,Worley,Christopher,OLB,79
545,Jerel Morrow,Morrow,Jerel,ATH,79
546,Joel Lanning,Lanning,Joel,QB,79
547,B.J. Beecher,Beecher,B.J.,QB,79
